,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,67,922 INDUSTRIAL DR,PROVIDENCE,Baskins & Sells,82.5,"['cd1952/entry/1952_Page_858 (3).chop_22.png', 'cd1952/entry/1952_Page_858 (3).chop_23.png', 'cd1952/entry/1952_Page_858 (3).chop_24.png', 'cd1952/entry/1952_Page_858 (3).chop_25.png']",* Abrasives,Baskins & Sells 922 Industrial Trust .. Bldg tel UNion 1-0740 Ward. Fisher & Co 2400 Industrial ' Trust bldg 111 Westminster tel GAs-
1,68,506 HOSPITAL ST,PROVIDENCE,* AccountantsChartered Over Spencer H,86.5,"['cd1952/entry/1952_Page_858 (3).chop_27.png', 'cd1952/entry/1952_Page_858 (3).chop_28.png']",* . pe 1-5768,* AccountantsChartered Over Spencer H 506 Hospital Trust
2,71,35 WESTMINSTER ST,PROVIDENCE,: Accounts Associates,100.0,['cd1952/entry/1952_Page_858 (3).chop_34.png'],* . pe 1-5768,: Accounts Associates 35 Westminster
3,102,50 ARCADE ST,PROVIDENCE,Tax Control Service,85.0,['cd1952/entry/1952_Page_859 (1)_39.png'],* . pe 1-5768,Tax Control Service 50 Arcade bldg
4,111,20 WESTMINSTER ST,PROVIDENCE,FIRST FEDERAL SAVINGS & LOAN ~ ASSOCIATION OF PROVIDENCE,100.0,"['cd1952/entry/1952_Page_859 (1)_55.png', 'cd1952/entry/1952_Page_859 (1)_56.png', 'cd1952/entry/1952_Page_859 (1)_57.png', 'cd1952/entry/1952_Page_859 (1)_58.png', 'cd1952/entry/1952_Page_859 (1)_59.png']",* AccountsBonus,"FIRST FEDERAL SAVINGS & LOAN ~ ASSOCIATION OF PROVIDENCE 20 Westminster tel UNion 1-5400 See page 14 Buyers Guide, right side lines and front cover"
5,122,244 MADISON ST,PROVIDENCE,"POLK RL & CO, New York Office",100.0,"['cd1952/entry/1952_Page_859 (2)_21.png', 'cd1952/entry/1952_Page_859 (2)_22.png', 'cd1952/entry/1952_Page_859 (2)_23.png']",*Addressing and Mailing,"POLK RL & CO, New York Office 244 Madison av New York 16 tel MUrray Hill 5-8500"
6,141,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1952/entry/1952_Page_859 (3)_1.png', 'cd1952/entry/1952_Page_859 (3)_2.png']",AdvertisingOutdoor,Standish-Barnes Co 170 Westminster rm 507 and 59 Carrington av
7,145,24 MASON AV,PROVIDENCE,W P R O BROADCASTING STATION AM & FM WPRO Bldg,100.0,"['cd1952/entry/1952_Page_859 (3)_8.png', 'cd1952/entry/1952_Page_859 (3)_9.png', 'cd1952/entry/1952_Page_859 (3)_10.png', 'cd1952/entry/1952_Page_859 (3)_11.png']",* AdvertisingRadio,W P R O BROADCASTING STATION AM & FM WPRO Bldg 24 Mason tel PLantations 1-9776See page 121 Buyers Guide and right side lines
8,146,24 MASON AV,PROVIDENCE,W P R O BROADCASTING STATION AM & FM W PRO bldg,100.0,"['cd1952/entry/1952_Page_859 (3)_14.png', 'cd1952/entry/1952_Page_859 (3)_15.png', 'cd1952/entry/1952_Page_859 (3)_16.png', 'cd1952/entry/1952_Page_859 (3)_17.png']",*AdvertisingRadio Broad-,W P R O BROADCASTING STATION AM & FM W PRO bldg 24 Mason tel PLantations 1-9776See page 121 Buyers Guide and right side lines
9,158,1800 INDUSTRIAL DR,PROVIDENCE,HORTON-NOYES COMPANY,82.5,"['cd1952/entry/1952_Page_859 (3)_42.png', 'cd1952/entry/1952_Page_859 (3)_43.png', 'cd1952/entry/1952_Page_859 (3)_44.png', 'cd1952/entry/1952_Page_859 (3)_45.png']",Advertising Agencies,"HORTON-NOYES COMPANY 1800 In- dustrial Trust bidg tels DExter 1-3316-7-8-9 and 1-3320, 1-9730, 1-3361, 1-3397"
10,174,24 MASON AV,PROVIDENCE,"W P R O BROADCASTING STATION AM & FM, WPRO Bldg",100.0,"['cd1952/entry/1952_Page_859 (3)_75.png', 'cd1952/entry/1952_Page_859 (3)_76.png', 'cd1952/entry/1952_Page_859 (3)_77.png', 'cd1952/entry/1952_Page_859 (3)_78.png']",*Advertising CounselRadio,"W P R O BROADCASTING STATION AM & FM, WPRO Bldg 24 Mason tel PLantations 1-9776See page 121 Buyers Guide and right side lines"
11,176,28 ARCADE ST,PROVIDENCE,Bosworth Clarence E,80.0,['cd1952/entry/1952_Page_860 (1)_4.png'],Advertising Counsel and Service,Bosworth Clarence E 28-30 Arcade bldg
12,198,156 WARREN ST,PROVIDENCE,AMBULANCE & OXYGEN SERVICE CO,100.0,"['cd1952/entry/1952_Page_860 (2)_5.png', 'cd1952/entry/1952_Page_860 (2)_6.png', 'cd1952/entry/1952_Page_860 (2)_7.png', 'cd1952/entry/1952_Page_860 (2)_8.png']",*Ambulance Service,AMBULANCE & OXYGEN SERVICE CO 156 Warren av E Providence tel EAst Providence 1-3500See page 2 Buyers Guide
13,247,411 WEYBOSSET ST,PROVIDENCE,Cathedral Apartments,100.0,['cd1952/entry/1952_Page_860 (3)_16.png'],Telephone PA wtucket 5-4600,Cathedral Apartments 411 Weybosset
14,248,104 FRANKLIN ST,PROVIDENCE,Charles Apartments,90.0,['cd1952/entry/1952_Page_860 (3)_18.png'],Telephone PA wtucket 5-4600,Charles Apartments 104-106 Franklin
15,261,14 EARL DR,PROVIDENCE,Earl Apartments,100.0,['cd1952/entry/1952_Page_860 (3)_33.png'],Telephone PA wtucket 5-4600,Earl Apartments 14 Earl
16,281,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1952/entry/1952_Page_860 (3)_56.png'],Telephone PA wtucket 5-4600,Hillcrest Apartments 7 Brownell
17,286,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1952/entry/1952_Page_860 (3)_61.png'],Telephone PA wtucket 5-4600,Jacksonian The 142-146 Irving av
18,312,1894 SMITH ST,PROVIDENCE,Mohican Apartments,100.0,['cd1952/entry/1952_Page_861 (1)_18.png'],Telephone PA wtucket 5-4600,Mohican Apartments 1894 Smith
19,318,421 WEYBOSSET ST,PROVIDENCE,Paramount Apartments,100.0,['cd1952/entry/1952_Page_861 (1)_26.png'],Telephone PA wtucket 5-4600,Paramount Apartments 421 Weybosset
20,373,32 WESTMINSTER ST,PROVIDENCE,Green Conrad E,100.0,"['cd1952/entry/1952_Page_861 (2)_55.png', 'cd1952/entry/1952_Page_861 (2)_56.png']",Architects,Green Conrad E 32 Westminster rm 405
21,388,48 ARCADE ST,PROVIDENCE,Rakatansky Ira,100.0,['cd1952/entry/1952_Page_861 (3)_4.png'],Architects,Rakatansky Ira 48 Arcade
22,424,58 ARCADE ST,PROVIDENCE,Gardner Wm J,85.0,['cd1952/entry/1952_Page_861 (3)_71.png'],ArtistsCommercial,Gardner Wm J 58 Arcade bldg
23,425,58 ARCADE ST,PROVIDENCE,Gingras Ernest A,85.0,['cd1952/entry/1952_Page_861 (3)_72.png'],ArtistsCommercial,Gingras Ernest A 58 Arcade bldg
24,426,78 ARCADE ST,PROVIDENCE,Hampshire & Vincent,85.0,['cd1952/entry/1952_Page_861 (3)_73.png'],ArtistsCommercial,Hampshire & Vincent 78 Arcade bldg
25,429,35 WESTMINSTER ST,PROVIDENCE,Johnson S Stewart,100.0,['cd1952/entry/1952_Page_862 (1)_4.png'],ArtistsCommercial,Johnson S Stewart 35 Westminster
26,430,35 WESTMINSTER ST,PROVIDENCE,Kolb Anna,100.0,['cd1952/entry/1952_Page_862 (1)_5.png'],ArtistsCommercial,Kolb Anna 35 Westminster
27,432,46 ARCADE ST,PROVIDENCE,Pailthorpe Robt,100.0,['cd1952/entry/1952_Page_862 (1)_7.png'],ArtistsCommercial,Pailthorpe Robt 46 Arcade
28,435,58 ARCADE ST,PROVIDENCE,Silva Antonio P,85.0,['cd1952/entry/1952_Page_862 (1)_10.png'],ArtistsCommercial,Silva Antonio P 58 Arcade bldg
29,438,46 ARCADE ST,PROVIDENCE,Turner Don,85.0,['cd1952/entry/1952_Page_862 (1)_13.png'],ArtistsCommercial,Turner Don 46 Arcade bldg
30,440,35 WESTMINSTER ST,PROVIDENCE,Young Andrew A,100.0,['cd1952/entry/1952_Page_862 (1)_15.png'],ArtistsCommercial,Young Andrew A 35 Westminster
31,451,609 INDUSTRIAL DR,PROVIDENCE,AUTOMOBILE LEGAL ASSOCIATION,82.5,"['cd1952/entry/1952_Page_862 (1)_58.png', 'cd1952/entry/1952_Page_862 (1)_59.png', 'cd1952/entry/1952_Page_862 (1)_60.png']","*Associations, Clubs and So- cieties",AUTOMOBILE LEGAL ASSOCIATION 609 Industrial Trust bldg tel GAspee 1-8723
32,510,137 CHARLES ST,PROVIDENCE,Hope Cycle & Auto Supply Co,100.0,"['cd1952/entry/1952_Page_862 (3)_39.png', 'cd1952/entry/1952_Page_862 (3)_40.png']",Automobile Accessories and PartsRetail,Hope Cycle & Auto Supply Co 137 Charles
33,522,490 MAIDEN LN,PROVIDENCE,PIERCE-CROOK CHEVROLET Ine,80.0,"['cd1952/entry/1952_Page_862 (3)_60.png', 'cd1952/entry/1952_Page_862 (3)_61.png', 'cd1952/entry/1952_Page_862 (3)_62.png']",Automobile Accessories and PartsRetail,PIERCE-CROOK CHEVROLET Ine 490 Main tel PAwtucket 3-4900See page 4 Buyers Guide and front cover
