,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,9,32 WESTMINSTER ST,PROVIDENCE,Arnold Howard B,100.0,"['cd1944/entry/1944_Page_825 (2)_14.png', 'cd1944/entry/1944_Page_825 (2)_15.png']",Accountants & Auditors,Arnold Howard B 32 Westminster rm 44
1,60,32 WESTMINSTER ST,PROVIDENCE,Urquhart Duncan L,100.0,"['cd1944/entry/1944_Page_826 (1)_40.png', 'cd1944/entry/1944_Page_826 (1)_41.png']",Accountants & Auditors,Urquhart Duncan L 32 Westminster rm 41
2,65,28 MASON AV,PROVIDENCE,CORP BROTHERS,100.0,"['cd1944/entry/1944_Page_826 (1)_50.png', 'cd1944/entry/1944_Page_826 (1)_51.png', 'cd1944/entry/1944_Page_826 (1)_52.png']",*Acetylene,CORP BROTHERS 28 Mason tel DEx- ter 8020For further information see page 105 Buyers Guide
3,66,251 FOX POINT BLVD,PROVIDENCE,MANN GEORGE & CO Ine,100.0,"['cd1944/entry/1944_Page_826 (1)_54.png', 'cd1944/entry/1944_Page_826 (1)_55.png', 'cd1944/entry/1944_Page_826 (1)_56.png', 'cd1944/entry/1944_Page_826 (1)_57.png']",*Acids,MANN GEORGE & CO Ine 251 Fox Point blvd tels GAspee 8466-67-68 For further information see page 30 Buyers Guide
4,89,354 FOURTH AV,PROVIDENCE,"POLK RL & CO, New York Office",100.0,"['cd1944/entry/1944_Page_826 (2)_45.png', 'cd1944/entry/1944_Page_826 (2)_46.png', 'cd1944/entry/1944_Page_826 (2)_47.png']",Addressing & Mailing,"POLK RL & CO, New York Office 354 Fourth av N Y C tel Caledonia 5-8500"
5,125,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1944/entry/1944_Page_826 (3)_54.png', 'cd1944/entry/1944_Page_826 (3)_55.png']",' AdvertisingOutdeor,Standish-Barnes Co 170 Westminster rm 507 and 59 Carrington av
6,136,721 WASHINGTON PL,PROVIDENCE,GORTON FRANK R & SONS,82.5,"['cd1944/entry/1944_Page_827 (1)_27.png', 'cd1944/entry/1944_Page_827 (1)_28.png', 'cd1944/entry/1944_Page_827 (1)_29.png', 'cd1944/entry/1944_Page_827 (1)_30.png']",Ambulance Service,"GORTON FRANK R & SONS 721 Wash- ington, Anthony RI tel Valley 0803-W For further information see page 48 Buyers Guide"
7,143,36 OLNEYVILLE SQ,PROVIDENCE,Cinderella Ball Room,100.0,['cd1944/entry/1944_Page_827 (1)_43.png'],AmusementsPlaces of (See also Parks and Playgrounds in Index to Contents),Cinderella Ball Room 36 Olneyville sq
8,179,110 POND ST,PROVIDENCE, Brawnwood Apartments,100.0,"['cd1944/entry/1944_Page_827 (2)_36.png', 'cd1944/entry/1944_Page_827 (2)_37.png']",Apartment Buildings,Brawnwood Apartments 230 Lockwood and 110 Pond
9,196,14 EARL DR,PROVIDENCE,Earl Apartments The,100.0,['cd1944/entry/1944_Page_827 (2)_56.png'],Apartment Buildings,Earl Apartments The 14 Earl
10,214,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1944/entry/1944_Page_827 (3)_6.png'],Apartment Buildings,Hillcrest Apartments 7 Brownell
11,218,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1944/entry/1944_Page_827 (3)_10.png'],Apartment Buildings,Jacksonian The 142-146 Irving av
12,240,1894 SMITH ST,PROVIDENCE,Mohican Apartments,100.0,['cd1944/entry/1944_Page_827 (3)_36.png'],Apartment Buildings,Mohican Apartments 1894 Smith
13,244,104 FRANKLIN ST,PROVIDENCE,Orlubo Apartments,100.0,['cd1944/entry/1944_Page_827 (3)_41.png'],Apartment Buildings,Orlubo Apartments 104 Franklin
14,247,421 WEYBOSSET ST,PROVIDENCE,Paramount Apartments,100.0,"['cd1944/entry/1944_Page_827 (3)_45.png', 'cd1944/entry/1944_Page_827 (3)_46.png']",Apartment Buildings,Paramount Apartments 421 Weybos- set
15,275,106 FRANKLIN ST,PROVIDENCE, Westminster Apartments,100.0,"['cd1944/entry/1944_Page_828 (1)_5.png', 'cd1944/entry/1944_Page_828 (1)_6.png']",Apartment Buildings,Westminster Apartments 106 Franklin and 911 Westminster
16,339,12 WESTMINSTER ST,PROVIDENCE,Allan Harold A,100.0,['cd1944/entry/1944_Page_828 (3)_8.png'],ArtistsCommercial,Allan Harold A 12 Westminster 3d fl
17,340,12 WESTMINSTER ST,PROVIDENCE,Barr Fredk W jr,100.0,['cd1944/entry/1944_Page_828 (3)_9.png'],ArtistsCommercial,Barr Fredk W jr 12 Westminster
18,341,12 WESTMINSTER ST,PROVIDENCE,Bjerke Arth N,100.0,['cd1944/entry/1944_Page_828 (3)_10.png'],ArtistsCommercial,Bjerke Arth N 12 Westminster
19,346,12 WESTMINSTER ST,PROVIDENCE,Morris Garvin,100.0,['cd1944/entry/1944_Page_828 (3)_17.png'],ArtistsCommercial,Morris Garvin 12 Westminster
20,361,223 GLOBE ST,PROVIDENCE,BRUNNCKOW C G CO,85.0,"['cd1944/entry/1944_Page_828 (3)_60.png', 'cd1944/entry/1944_Page_828 (3)_61.png', 'cd1944/entry/1944_Page_828 (3)_62.png']",*Asbestos Roofers,BRUNNCKOW C G CO 223-231 Globe tel GAspee 3427For further infor- mation see page 101 Buyers Guide
21,391,12 OLNEYVILLE SQ,PROVIDENCE,Olneyville Business Mens Association,100.0,"['cd1944/entry/1944_Page_829 (2)_15.png', 'cd1944/entry/1944_Page_829 (2)_16.png']",Associations & ClubsCommer- cial,Olneyville Business Mens Association 12 Olneyville sq
22,437,1124 ARLINGTON AVE,PROVIDENCE,GUERTIN OIL COMPANY,83.0,"['cd1944/entry/1944_Page_830 (1)_2.png', 'cd1944/entry/1944_Page_830 (1)_3.png', 'cd1944/entry/1944_Page_830 (1)_4.png', 'cd1944/entry/1944_Page_830 (1)_5.png']",*Automobile Accessories,GUERTIN OIL COMPANY 1124 Crans- ton Arlington tels WEst 2457-2458 For further information see page X and left bottom lines
23,460,137 CHARLES ST,PROVIDENCE,Hope Cycle Co,100.0,['cd1944/entry/1944_Page_830 (1)_40.png'],Automobile Accessories & Parts Retail,Hope Cycle Co 137 Charles
24,477,45 OLNEYVILLE SQ,PROVIDENCE, Western Auto Supply Co,100.0,"['cd1944/entry/1944_Page_830 (1)_65.png', 'cd1944/entry/1944_Page_830 (1)_66.png']",Automobile Accessories & Parts Retail,Western Auto Supply Co 818 West- minster and 45 Olneyville sq
25,518,200 DON AVE,PROVIDENCE,Broad used cars,80.0,"['cd1944/entry/1944_Page_830 (3)_32.png', 'cd1944/entry/1944_Page_830 (3)_33.png']",Automobile DealersPassenger Cars,Levaur Henry 199-201 Broad used cars 200 do
26,523,3938 BROADWAY,PROVIDENCE,Nu-Way Garage,100.0,['cd1944/entry/1944_Page_830 (3)_39.png'],Automobile DealersPassenger Cars,Nu-Way Garage 3938 Bway
27,529,721 RESERVOIR AVE,PROVIDENCE,SANDAGER HARRY Ine,100.0,"['cd1944/entry/1944_Page_830 (3)_50.png', 'cd1944/entry/1944_Page_830 (3)_51.png', 'cd1944/entry/1944_Page_830 (3)_52.png', 'cd1944/entry/1944_Page_830 (3)_53.png']",Automobile DealersPassenger Cars,"SANDAGER HARRY Ine 721 Reservoir av Cranston tel Williams 8000 (Ford, Mercury, Lincoln-Zephyr and Lin- coln)"
28,546,35 BATES ST,PROVIDENCE,Hamilton Wm J,100.0,['cd1944/entry/1944_Page_831 (1)_9.png'],Automobile DealersUsed Cars,Hamilton Wm J 35 Bates
29,590,374 WILLARD ST,PROVIDENCE,Logovitz Jos,100.0,['cd1944/entry/1944_Page_831 (2)_5.png'],Automobile Garages,Logovitz Jos 374 Willard av
30,600,14 MASON AV,PROVIDENCE,Rhode Isiand Motor Mart Inc,100.0,"['cd1944/entry/1944_Page_831 (2)_20.png', 'cd1944/entry/1944_Page_831 (2)_21.png']",Automobile Garages,Rhode Isiand Motor Mart Inc 14 Ma- son
31,629,719 INDUSTRIAL DR,PROVIDENCE,MUTUAL SYSTEM OF PROVIDENCE Inc,82.5,"['cd1944/entry/1944_Page_831 (3)_34.png', 'cd1944/entry/1944_Page_831 (3)_35.png', 'cd1944/entry/1944_Page_831 (3)_36.png', 'cd1944/entry/1944_Page_831 (3)_37.png', 'cd1944/entry/1944_Page_831 (3)_38.png']",*Automobile Liveries (See Automobile Renting) *Automobile Loans,MUTUAL SYSTEM OF PROVIDENCE Inc 719 Industrial Trust bldg tel GAs- pee 7654For further information see page 74 Buyers Guide and right top lines
32,644,27 RAILROAD TERR,PROVIDENCE,Depot Parking Grounds,88.0,['cd1944/entry/1944_Page_832 (1)_6.png'],Automobile Parking,Depot Parking Grounds 27 Railroad
33,680,118 DON AVE,PROVIDENCE, Providence & New Jersey Park Co,80.0,"['cd1944/entry/1944_Page_832 (1)_49.png', 'cd1944/entry/1944_Page_832 (1)_50.png']",Automobile Parking,Providence & New Jersey Park Co 94 Dorrance rm 2 and 118 do
34,725,138 RANDALL RD,PROVIDENCE,Grays Garage,100.0,['cd1944/entry/1944_Page_832 (2)_41.png'],Automobile Repairing,Grays Garage 138 Randall
35,736,144 SABIN ST,PROVIDENCE,Liberty Motor Service,100.0,['cd1944/entry/1944_Page_832 (2)_57.png'],Automobile Repairing,Liberty Motor Service 144 Sabin
36,762,365 WILLARD ST,PROVIDENCE,Vespia John,100.0,['cd1944/entry/1944_Page_832 (3)_17.png'],Automobile Repairing,Vespia John 365 Willard av
37,773,526 POWER ST,PROVIDENCE,CAPWELL A A CO office,100.0,"['cd1944/entry/1944_Page_832 (3)_43.png', 'cd1944/entry/1944_Page_832 (3)_44.png', 'cd1944/entry/1944_Page_832 (3)_45.png', 'cd1944/entry/1944_Page_832 (3)_46.png']",Awnings & TentsMfrs & ~ Dealers,CAPWELL A A CO office 526 Power rd factory 310 Owen av Pawtucket tel PErry 0666For further information see page 5 Buyers Guide
