,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,4,354 BROADWAY ST,PROVIDENCE,Accinno John J,100.0,['cd1970/entry/1970_Page_1 (1)_12.png'],ACCOUNTANTSCERTIFIED PUBLIC,Accinno John J 354 Broadway
1,18,1702 INDUSTRIAL DR,PROVIDENCE,"Ernst & Ernst,",90.0,['cd1970/entry/1970_Page_1 (1)_36.png'],ACCOUNTANTSCERTIFIED PUBLIC,"Ernst & Ernst, 1702 Industrial Bank"
2,37,480 BENEFIT ST,PROVIDENCE,Picchione Nicholas & Co,100.0,['cd1970/entry/1970_Page_1 (2)_6.png'],ACCOUNTANTSCERTIFIED PUBLIC,Picchione Nicholas & Co 480 Benefit St
3,44,2400 INDUSTRIAL DR,PROVIDENCE,"Ward, Fisher & Co,",100.0,['cd1970/entry/1970_Page_1 (2)_16.png'],ACCOUNTANTSCERTIFIED PUBLIC,"Ward, Fisher & Co, 2400 Industrial"
4,64,168 BROADWAY ST,PROVIDENCE,David Bennie A,100.0,['cd1970/entry/1970_Page_1 (2)_41.png'],ACCOUNTANTSPUBLIC,David Bennie A 168 Broadway
5,66,20 OLNEYVILLE SQ,PROVIDENCE,Della Ventura Gaetano C,100.0,"['cd1970/entry/1970_Page_1 (2)_43.png', 'cd1970/entry/1970_Page_1 (2)_44.png']",ACCOUNTANTSPUBLIC,Della Ventura Gaetano C 20 Olneyville Sq Rm 1
6,79,20 OLNEYVILLE SQ,PROVIDENCE,Guadagno Carl,100.0,['cd1970/entry/1970_Page_1 (2)_59.png'],ACCOUNTANTSPUBLIC,Guadagno Carl 20 Olneyville Sq Rm 2
7,82,32 WESTMINSTER ST,PROVIDENCE,Hogan & Hogan (Overflow),100.0,"['cd1970/entry/1970_Page_1 (2)_62.png', 'cd1970/entry/1970_Page_1 (2)_63.png']",ACCOUNTANTSPUBLIC,Hogan & Hogan (Overflow) 32 Westminster St Rm 403
8,87,44 THOMAS OLNEY COMMON ST,PROVIDENCE,Kenny Wm,100.0,['cd1970/entry/1970_Page_1 (2)_68.png'],ACCOUNTANTSPUBLIC,Kenny Wm 44 Thomas Olney Common
9,119,60 BROADWAY ST,PROVIDENCE,Villatico Guy,82.0,['cd1970/entry/1970_Page_1 (3)_38.png'],ACCOUNTANTSPUBLIC,Villatico Guy 60 Broadway Suite la
10,124,500 BROADWAY ST,PROVIDENCE,Zelano Richd R,100.0,['cd1970/entry/1970_Page_1 (3)_44.png'],ACCOUNTANTSPUBLIC,Zelano Richd R 500 Broadway
11,128,965 WATERMAN AVE,PROVIDENCE,"ADDRESSOGRA PH -M ULTIGRA PH CORP, Providence Branch Office",100.0,"['cd1970/entry/1970_Page_1 (3)_56.png', 'cd1970/entry/1970_Page_1 (3)_57.png', 'cd1970/entry/1970_Page_1 (3)_58.png', 'cd1970/entry/1970_Page_1 (3)_59.png']","*ADDRESSING MACHINES ADDRESSOGRA PH, SPEEDAUMAT AND HEAT TRANS FER","ADDRESSOGRA PH -M ULTIGRA PH CORP, Providence Branch Office 965 Waterman Av (East Providence: 02914), Tel 438-2650"
12,139,36 KENNEDY PLZ,PROVIDENCE,Braitoch C Arth,96.0,['cd1970/entry/1970_Page_2 (1)_17.png'],ADVERTISING AGENCIES,Braitoch C Arth 36 Kennedy Plaza Rm 415
13,151,182 BROADWAY ST,PROVIDENCE,Kiernan Bernard J,100.0,['cd1970/entry/1970_Page_2 (1)_36.png'],ADVERTISING AGENCIES,Kiernan Bernard J 182 Broadway
14,153,36 KENNEDY PLZ,PROVIDENCE,Lorimer John A,96.0,['cd1970/entry/1970_Page_2 (1)_38.png'],ADVERTISING AGENCIES,Lorimer John A 36 Kennedy Plaza Rm 415
15,174,179 BROADWAY ST,PROVIDENCE,Mastic Specialties,100.0,['cd1970/entry/1970_Page_2 (2)_6.png'],ADVERTISING NOVELTIES,Mastic Specialties 179 Broadway
16,188,2000 POST RD,PROVIDENCE,"MORAN AIR CARGO. T F Green Air- port,",100.0,"['cd1970/entry/1970_Page_2 (2)_49.png', 'cd1970/entry/1970_Page_2 (2)_50.png']",*AIR FREIGHT FORWARDERS DOMESTIC,"MORAN AIR CARGO. T F Green Air- port, 2000 Post Rd Warwick, 02886)

aF AAA"
17,199,1389 MATHEWSON ST,PROVIDENCE,Maries Alterations,100.0,"['cd1970/entry/1970_Page_2 (3)_22.png', 'cd1970/entry/1970_Page_2 (3)_23.png']",ALTERATION SHOPS,Maries Alterations 1389 Mathewson St Rm 503
18,241,454 BROADWAY ST,PROVIDENCE,Armand Apartments,100.0,['cd1970/entry/1970_Page_3 (1)_41.png'],APARTMENT BUILDINGS,Armand Apartments 454 Broadway
19,246,131 BROADWAY ST,PROVIDENCE,Barclay Apartments,100.0,['cd1970/entry/1970_Page_3 (1)_47.png'],APARTMENT BUILDINGS,Barclay Apartments 131 Broadway
20,256,235 BROADWAY ST,PROVIDENCE,Broadway Apartments,100.0,['cd1970/entry/1970_Page_3 (1)_57.png'],APARTMENT BUILDINGS,Broadway Apartments 235 Broadway
21,285,14 EARL DR,PROVIDENCE,Earl Apartments,100.0,['cd1970/entry/1970_Page_3 (2)_9.png'],APARTMENT BUILDINGS,Earl Apartments 14 Earl! St
22,299,30 NORTH K ST,PROVIDENCE,Furlong Apartments,87.5,['cd1970/entry/1970_Page_3 (2)_23.png'],APARTMENT BUILDINGS,Furlong Apartments 30 N Court St
23,310,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1970/entry/1970_Page_3 (2)_34.png'],APARTMENT BUILDINGS,Hillcrest Apartments 7 Brownell St
24,322,265 PEARL AVE,PROVIDENCE,Jefferson Apartments,100.0,['cd1970/entry/1970_Page_3 (2)_46.png'],APARTMENT BUILDINGS,Jefferson Apartments 265 Pearl] St
