,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,70,32 WESTMINSTER ST,PROVIDENCE,Urquhart Duncan L,100.0,"['cd1946/entry/1946_Page_738 (1).chop_17.png', 'cd1946/entry/1946_Page_738 (1).chop_18.png']",Accountants & Auditors,Urquhart Duncan L 32 Westminster rm 41
1,77,28 MASON AV,PROVIDENCE,CORP BROTHERS,100.0,"['cd1946/entry/1946_Page_738 (1).chop_44.png', 'cd1946/entry/1946_Page_738 (1).chop_45.png', 'cd1946/entry/1946_Page_738 (1).chop_46.png']",*Acetylene,CORP BROTHERS 28 Mason tel DEx- ter 8020For further information see page 177 Buyers Guide
2,78,251 FOX POINT BLVD,PROVIDENCE,MANN GEORGE & CO Inc,100.0,"['cd1946/entry/1946_Page_738 (1).chop_48.png', 'cd1946/entry/1946_Page_738 (1).chop_49.png', 'cd1946/entry/1946_Page_738 (1).chop_50.png', 'cd1946/entry/1946_Page_738 (1).chop_51.png']",* Acids,MANN GEORGE & CO Inc 251 Fox Point blvd tels GAspee 8466-67-68 For further information see page 40 Buyers Guide
3,93,354 FOURTH AV,PROVIDENCE,"POLK RL & CO, New York Office",100.0,"['cd1946/entry/1946_Page_738 (2).chop_25.png', 'cd1946/entry/1946_Page_738 (2).chop_26.png', 'cd1946/entry/1946_Page_738 (2).chop_27.png']",Addressing & Mailing,"POLK RL & CO, New York Office 354 Fourth av N Y C tel Caledonia 5-8500"
4,106,2300 INDUSTRIAL DR,PROVIDENCE,HORTON-NOYES COMPANY,82.5,"['cd1946/entry/1946_Page_738 (2).chop_52.png', 'cd1946/entry/1946_Page_738 (2).chop_53.png']",Advertising Agencies,HORTON-NOYES COMPANY 2300 In- dustrial Trust bldg tel DExter 3316
5,138,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1946/entry/1946_Page_738 (3).chop_34.png', 'cd1946/entry/1946_Page_738 (3).chop_35.png']",AdvertisingOutdoor,Standish-Barnes Co 170 Westminster rm 507 and 59 Carrington av
6,156,251 FOX POINT BLVD,PROVIDENCE,MANN GEORGE & CO Inc,100.0,"['cd1946/entry/1946_Page_739 (1)_31.png', 'cd1946/entry/1946_Page_739 (1)_32.png', 'cd1946/entry/1946_Page_739 (1)_33.png', 'cd1946/entry/1946_Page_739 (1)_34.png']",*Alkali,MANN GEORGE & CO Inc 251 Fox Point blvd tels GAspee 8466-8467 For further information see page 40 Buyers Guide
7,159,721 WASHINGTON PL,PROVIDENCE,GORTON FRANK R & SONS,82.5,"['cd1946/entry/1946_Page_739 (1)_44.png', 'cd1946/entry/1946_Page_739 (1)_45.png', 'cd1946/entry/1946_Page_739 (1)_46.png', 'cd1946/entry/1946_Page_739 (1)_47.png']",Ambulance Service,"GORTON FRANK R & SONS 721 Wash- ington, Anthony RI tel Valley 0803-W Yor further inforrmation see page 73 Buyers Guide"
8,167,36 OLNEYVILLE SQ,PROVIDENCE,Cinderella Ball Room,100.0,['cd1946/entry/1946_Page_739 (1)_63.png'],AmusementsPlaces of (See also Parks and Playgrounds ' in Index to Contents),Cinderella Ball Room 36 Olneyville sq
9,220,14 EARL DR,PROVIDENCE,Earl Apartments The,100.0,['cd1946/entry/1946_Page_739 (2)_65.png'],Apartment Buildings,Earl Apartments The 14 Earl
