,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,5,922 INDUSTRIAL DR,PROVIDENCE,Haskins & Sells,83.5,"['cd1954/entry/1954_Page_1 (1)_21.png', 'cd1954/entry/1954_Page_1 (1)_22.png']",*AccountantsCertified Public,Haskins & Sells 922 Industrial Bank Bldg tel Union 1-0740
1,10,35 WESTMINSTER ST,PROVIDENCE,Accounting Associates,81.5,"['cd1954/entry/1954_Page_1 (1)_36.png', 'cd1954/entry/1954_Page_1 (1)_37.png']",AccountantsPublic,Accounting Associates 35 Westminster 87 Weybosset rm 322
2,140,244 MADISON ST,PROVIDENCE,"POLK RL & CO, New York Office",100.0,"['cd1954/entry/1954_Page_2 (2)_58.png', 'cd1954/entry/1954_Page_2 (2)_59.png', 'cd1954/entry/1954_Page_2 (2)_60.png']",*Addressing and Mailing,"POLK RL & CO, New York Office 244 Madison av New York 16 tel MUrray Hill 5-8500"
3,155,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1954/entry/1954_Page_2 (3)_25.png', 'cd1954/entry/1954_Page_2 (3)_26.png']",AdvertisingOutdoor,Standish-Barnes Co 170 Westminster rm 507 and 59 Carrington av
4,158,24 MASON AV,PROVIDENCE,W P R O BROADCASTING STATION AM & FM WPRO Bldg,100.0,"['cd1954/entry/1954_Page_2 (3)_29.png', 'cd1954/entry/1954_Page_2 (3)_30.png', 'cd1954/entry/1954_Page_2 (3)_31.png', 'cd1954/entry/1954_Page_2 (3)_32.png']",* AdvertisingRadio,W P R O BROADCASTING STATION AM & FM WPRO Bldg 24 Mason tel PLantations 1-9766See page 98 Buyers Guide and right side lines
5,159,24 MASON AV,PROVIDENCE,W P R O BROADCASTING STATION AM & FM W PR O bldg,100.0,"['cd1954/entry/1954_Page_2 (3)_35.png', 'cd1954/entry/1954_Page_2 (3)_36.png', 'cd1954/entry/1954_Page_2 (3)_37.png', 'cd1954/entry/1954_Page_2 (3)_38.png']",*AdvertisingRadio Broad- casting,W P R O BROADCASTING STATION AM & FM W PR O bldg 24 Mason tel PLantations 1-9776See page 98 Buyers Guide and right side lines
6,190,245 MASON AV,PROVIDENCE,"W P R O BROADCASTING STATION AM & FM, WPRO Bldg",100.0,"['cd1954/entry/1954_Page_3 (1)_28.png', 'cd1954/entry/1954_Page_3 (1)_29.png', 'cd1954/entry/1954_Page_3 (1)_30.png', 'cd1954/entry/1954_Page_3 (1)_31.png']",*Advertising CounselRadio,"W P R O BROADCASTING STATION AM & FM, WPRO Bldg 245 Mason tel PLantations 1-9776See page 98 Buyers Guide and right side lines"
7,191,24 MASON AV,PROVIDENCE,Bernstein Bo & Co Inc,100.0,['cd1954/entry/1954_Page_3 (1)_33.png'],Advertising Counsel and Service,Bernstein Bo & Co Inc 24 Mason
8,192,71 ARCADE ST,PROVIDENCE,Bosworth Clarence E,85.0,['cd1954/entry/1954_Page_3 (1)_34.png'],Advertising Counsel and Service,Bosworth Clarence E 71 Arcade bldg
9,194,24 MASON AV,PROVIDENCE,Cherry & Webb Broadcasting Co,100.0,"['cd1954/entry/1954_Page_3 (1)_37.png', 'cd1954/entry/1954_Page_3 (1)_38.png']",Advertising Counsel and Service,Cherry & Webb Broadcasting Co 24 Mason
