,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,9,32 WESTMINSTER ST,PROVIDENCE,Arnold Howard B,100.0,"['cd1945/entry/1945_Page_725 (2)_8.png', 'cd1945/entry/1945_Page_725 (2)_9.png']",Accouniants & Auditors,Arnold Howard B 32 Westminster rm 44
1,27,4383 WESTMINSTER ST,PROVIDENCE,Forrest Wm J,100.0,"['cd1945/entry/1945_Page_725 (2)_37.png', 'cd1945/entry/1945_Page_725 (2)_38.png']",Accouniants & Auditors,Forrest Wm J 4383 Westminster (tax consultant)
2,45,414 INDUSTRIAL DR,PROVIDENCE,NATIONAL TAX SERVICE,82.5,"['cd1945/entry/1945_Page_725 (3)_24.png', 'cd1945/entry/1945_Page_725 (3)_25.png']",Accouniants & Auditors,NATIONAL TAX SERVICE 414 Indus- trial Trust bldg tel GAspee 5062
3,65,32 WESTMINSTER ST,PROVIDENCE,Urquhart Duncan L,100.0,"['cd1945/entry/1945_Page_726 (1)_13.png', 'cd1945/entry/1945_Page_726 (1)_14.png']",Accouniants & Auditors,Urquhart Duncan L 32 Westminster rm 41
4,71,28 MASON AV,PROVIDENCE,CORP BROTHERS,100.0,"['cd1945/entry/1945_Page_726 (1)_37.png', 'cd1945/entry/1945_Page_726 (1)_38.png', 'cd1945/entry/1945_Page_726 (1)_39.png']",*Acetylene,CORP BROTHERS 28 Mason tel DEx- ter 8020For further information see page 135 Buyers Guide
5,72,251 FOX POINT BLVD,PROVIDENCE,MANN GEORGE & CO Ine,100.0,"['cd1945/entry/1945_Page_726 (1)_41.png', 'cd1945/entry/1945_Page_726 (1)_42.png', 'cd1945/entry/1945_Page_726 (1)_43.png', 'cd1945/entry/1945_Page_726 (1)_44.png']",*Acids,MANN GEORGE & CO Ine 251 Fox Point blvd tels GAspee 8466-67-68 For further information see page 34 Buyers Guide
6,94,354 FOURTH AV,PROVIDENCE,"POLK RL & CO, New York Office",100.0,"['cd1945/entry/1945_Page_726 (2)_22.png', 'cd1945/entry/1945_Page_726 (2)_23.png', 'cd1945/entry/1945_Page_726 (2)_24.png', 'cd1945/entry/1945_Page_726 (2)_25.png']",Addressing & Mailing,"POLK RL & CO, New York Office 354 Fourth av N Y C tel Caledonia 5-8500"
7,105,2300 INDUSTRIAL DR,PROVIDENCE,HORTON-NOYES COMPANY,82.5,"['cd1945/entry/1945_Page_726 (2)_46.png', 'cd1945/entry/1945_Page_726 (2)_47.png']",Advertising Agencies,HORTON-NOYES COMPANY 2300 In- dustrial Trust bldg tel DExter 3316
8,133,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1945/entry/1945_Page_726 (3)_21.png', 'cd1945/entry/1945_Page_726 (3)_22.png']",AdvertisingOutdoor,Standish-Barnes Co 170 Westminste rm 507 and 59 Carrington av
9,146,251 FOX POINT BLVD,PROVIDENCE,MANN GEORGE & CO Inc,100.0,"['cd1945/entry/1945_Page_727 (1)_1.png', 'cd1945/entry/1945_Page_727 (1)_2.png', 'cd1945/entry/1945_Page_727 (1)_3.png', 'cd1945/entry/1945_Page_727 (1)_4.png']",*Alkali,MANN GEORGE & CO Inc 251 Fox Point blvd tels GAspee 8466-8467 For further information see page 34 Buyers Guide
10,147,721 WASHINGTON PL,PROVIDENCE,GORTON FRANK R & SONS,82.5,"['cd1945/entry/1945_Page_727 (1)_6.png', 'cd1945/entry/1945_Page_727 (1)_7.png', 'cd1945/entry/1945_Page_727 (1)_8.png', 'cd1945/entry/1945_Page_727 (1)_9.png']",Ambulance Service,"GORTON FRANK R & SONS 721 Wash- ington, Anthony RI tel Valley 0803-W For further information see page 59 Buyers Guide"
11,155,36 OLNEYVILLE SQ,PROVIDENCE,Cinderella Ball Room,100.0,['cd1945/entry/1945_Page_727 (1)_24.png'],in Index to Contents),Cinderella Ball Room 36 Olneyville sq
12,191,110 POND ST,PROVIDENCE, Brawnwood Apartments,100.0,"['cd1945/entry/1945_Page_727 (1)_71.png', 'cd1945/entry/1945_Page_727 (1)_72.png']",Apartment Buildings,Brawnwood Apartments 230 Lockwood and 110 Pond
13,209,14 EARL DR,PROVIDENCE,Earl Apartments The,100.0,['cd1945/entry/1945_Page_727 (2)_16.png'],Apartment Buildings,Earl Apartments The 14 Earl
14,226,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1945/entry/1945_Page_727 (2)_35.png'],Apartment Buildings,Hillcrest Apartments 7 Brownell
15,230,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1945/entry/1945_Page_727 (2)_39.png'],Apartment Buildings,Jacksonian The 142-146 Irving av
16,253,1894 SMITH ST,PROVIDENCE,Mohican Apts,100.0,['cd1945/entry/1945_Page_727 (2)_65.png'],Apartment Buildings,Mohican Apts 1894 Smith
17,257,104 FRANKLIN ST,PROVIDENCE,Orlubo Apartments,100.0,['cd1945/entry/1945_Page_727 (2)_70.png'],Apartment Buildings,Orlubo Apartments 104 Franklin
18,260,421 WEYBOSSET ST,PROVIDENCE,Paramount Apartments,100.0,['cd1945/entry/1945_Page_727 (2)_74.png'],Apartment Buildings,Paramount Apartments 421 Weybosset
19,289,106 FRANKLIN ST,PROVIDENCE, Westminster Apartments,100.0,"['cd1945/entry/1945_Page_727 (3)_20.png', 'cd1945/entry/1945_Page_727 (3)_21.png']",Apartment Buildings,Westminster Apartments 106 Franklin and 911 Westminster
20,324,22 DELMAR ST,PROVIDENCE,Zetterstrom Bernt G V,100.0,['cd1945/entry/1945_Page_728 (1)_28.png'],Architects,Zetterstrom Bernt G V 22 Delmar av
21,347,32 WESTMINSTER ST,PROVIDENCE,Johnson Kathryn,100.0,"['cd1945/entry/1945_Page_728 (1)_72.png', 'cd1945/entry/1945_Page_728 (1)_73.png']",Artists,Johnson Kathryn 32 Westminster rm 45
