,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,4,2503 INDUSTRIAL DR,PROVIDENCE,Haskins & Sells,88.5,['cd1948/entry/1948_Page_753 (1)_30.png'],AccountantsCertified Public,Haskins & Sells 2503 Industrial Trust
1,71,412 GODDARD ST,PROVIDENCE, *Levin Leonard M,100.0,"['cd1948/entry/1948_Page_754 (1)_37.png', 'cd1948/entry/1948_Page_754 (1)_38.png']",PELLETT WI 2440,*Levin Leonard M 36 Exchange pl rm 412 and 11 Goddard
2,106,32 WESTMINSTER ST,PROVIDENCE,Urquhart Duncan L,100.0,"['cd1948/entry/1948_Page_754 (2)_24.png', 'cd1948/entry/1948_Page_754 (2)_25.png']",PELLETT WI 2440,Urquhart Duncan L 32 Westminster rm 401
3,113,28 MASON AV,PROVIDENCE,CORP BROTHERS Ine,100.0,"['cd1948/entry/1948_Page_754 (2)_46.png', 'cd1948/entry/1948_Page_754 (2)_47.png', 'cd1948/entry/1948_Page_754 (2)_48.png']",* Acetylene,CORP BROTHERS Ine 28 Mason tel DExter 8020For further informa- tion see page 186 Buyers Guide
4,125,44 FRANKLIN SQ,PROVIDENCE,Monroe Calculating Machine Co Ine,82.5,"['cd1948/entry/1948_Page_754 (3)_9.png', 'cd1948/entry/1948_Page_754 (3)_10.png']","Addings, Calculating & Tabula- ting Machines",Monroe Calculating Machine Co Ine 44 Franklin rms 103-108
5,128,354 FOURTH AV,PROVIDENCE,"POLK RL & CO, New York Office",100.0,"['cd1948/entry/1948_Page_754 (3)_20.png', 'cd1948/entry/1948_Page_754 (3)_21.png', 'cd1948/entry/1948_Page_754 (3)_22.png']",Addressing & Mailing,"POLK RL & CO, New York Office 354 Fourth av N Y C tel Caledonia 5-8500 ."
6,136,32 WESTMINSTER ST,PROVIDENCE,Smith Ronald J,100.0,"['cd1948/entry/1948_Page_754 (3)_38.png', 'cd1948/entry/1948_Page_754 (3)_39.png']",Adjusters,Smith Ronald J 32 Westminster rm 406 (ins)
7,142,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1948/entry/1948_Page_754 (3)_64.png', 'cd1948/entry/1948_Page_754 (3)_65.png']",AdvertisingOutdoor,Standish-Barnes Co 170 Westminster rm 507 and 59 Carrington av
8,153,1800 INDUSTRIAL DR,PROVIDENCE,HORTON-NOYES COMPANY,82.5,"['cd1948/entry/1948_Page_755 (1)_21.png', 'cd1948/entry/1948_Page_755 (1)_22.png', 'cd1948/entry/1948_Page_755 (1)_23.png']",Advertising Agencies,HORTON-NOYES COMPANY 1800 In- dustrial Trust bldg tels DExter 3316- 7-8-9 and_3320-9730-3361-3397
9,172,840 WEST ST,PROVIDENCE,Whitehead & Hoag Co The,100.0,['cd1948/entry/1948_Page_755 (1)_78.png'],Advertising Novelties,Whitehead & Hoag Co The 840 West-
10,193,36 OLNEYVILLE SQ,PROVIDENCE,Cinderella Ball Room,100.0,['cd1948/entry/1948_Page_755 (3)_16.png'],AmusementsPlaces of (See also Parks and Play- grounds in Index to Contents),Cinderella Ball Room 36 Olneyville sq
11,194,131 BILTMORE AVE,PROVIDENCE, NARRAGANSETT RACING ASSN Inc,86.5,"['cd1948/entry/1948_Page_755 (3)_17.png', 'cd1948/entry/1948_Page_755 (3)_18.png', 'cd1948/entry/1948_Page_755 (3)_19.png']",AmusementsPlaces of (See also Parks and Play- grounds in Index to Contents),NARRAGANSETT RACING ASSN Inc 131 Biltmore Hotel and 49 Manton Pawtucket
12,237,104 FRANKLIN ST,PROVIDENCE,Charles Apartments,90.0,['cd1948/entry/1948_Page_756 (1)_23.png'],Apartment Buildings,Charles Apartments 104-106 Franklin
13,253,14 EARL DR,PROVIDENCE,Earl Apartments The,100.0,['cd1948/entry/1948_Page_756 (1)_42.png'],Apartment Buildings,Earl Apartments The 14 Earl
14,270,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1948/entry/1948_Page_756 (1)_65.png'],Apartment Buildings,Hillcrest Apartments 7 Brownell
15,274,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1948/entry/1948_Page_756 (1)_69.png'],Apartment Buildings,Jacksonian The 142-146 Irving av
16,298,1893 SMITH ST,PROVIDENCE,Mohican Apartments,100.0,['cd1948/entry/1948_Page_756 (2)_26.png'],NG OIL BURNER | PHONE JA,Mohican Apartments 1893} Smith
17,304,421 WEYBOSSET ST,PROVIDENCE,Paramount Apartments,100.0,['cd1948/entry/1948_Page_756 (2)_34.png'],NG OIL BURNER | PHONE JA,Paramount Apartments 421 Weybosset
18,376,22 DELMAR ST,PROVIDENCE,",Zetterstrom Bernt G V",100.0,['cd1948/entry/1948_Page_757 (1)_21.png'],Architects,",Zetterstrom Bernt G V 22 Delmar av"
19,405,35 WESTMINSTER ST,PROVIDENCE,Ashodian Harold,100.0,"['cd1948/entry/1948_Page_757 (2)_3.png', 'cd1948/entry/1948_Page_757 (2)_4.png']",ArtistsCommercial,Ashodian Harold 35 Westminster rm 10
20,411,58 ARCADE ST,PROVIDENCE,Gardner Wm J,85.0,['cd1948/entry/1948_Page_757 (2)_12.png'],ArtistsCommercial,Gardner Wm J 58 Arcade bldg
21,412,58 ARCADE ST,PROVIDENCE,Gingras E Ernest A,85.0,['cd1948/entry/1948_Page_757 (2)_13.png'],ArtistsCommercial,Gingras E Ernest A 58 Arcade bldg
22,413,76 ARCADE ST,PROVIDENCE,Heeley Geo C,85.0,['cd1948/entry/1948_Page_757 (2)_18.png'],ArtistsCommercial,Heeley Geo C 76 Arcade bldg
23,414,35 WESTMINSTER ST,PROVIDENCE,Huntington Harry,94.0,"['cd1948/entry/1948_Page_757 (2)_19.png', 'cd1948/entry/1948_Page_757 (2)_20.png']",ArtistsCommercial,Huntington Harry 35 Westminster rm
24,415,46 ARCADE ST,PROVIDENCE,LeVallee Deus,85.0,['cd1948/entry/1948_Page_757 (2)_21.png'],ArtistsCommercial,LeVallee Deus 46 Arcade bldg
25,418,35 WESTMINSTER ST,PROVIDENCE,Parker Young Studio,100.0,"['cd1948/entry/1948_Page_757 (2)_24.png', 'cd1948/entry/1948_Page_757 (2)_25.png']",ArtistsCommercial,Parker Young Studio 35 Westminster rm 1
26,420,46 ARCADE ST,PROVIDENCE,Turner Don,85.0,['cd1948/entry/1948_Page_757 (2)_27.png'],ArtistsCommercial,Turner Don 46 Arcade bldg
27,441,609 INDUSTRIAL DR,PROVIDENCE,AUTOMOBILE LEGAL ASSOCIATION,82.5,"['cd1948/entry/1948_Page_757 (3)_36.png', 'cd1948/entry/1948_Page_757 (3)_37.png', 'cd1948/entry/1948_Page_757 (3)_38.png']",Associations & Clubs,AUTOMOBILE LEGAL ASSOCIATION 609 Industrial Trust bidg tel GAspee 8723
28,452, WESTMINSTER ST,PROVIDENCE,JEWELERS BOARD OF TRADE The,94.0,"['cd1948/entry/1948_Page_757 (3)_59.png', 'cd1948/entry/1948_Page_757 (3)_60.png', 'cd1948/entry/1948_Page_757 (3)_61.png']",Associations & Clubs,JEWELERS BOARD OF TRADE The 413 Turks Head bldg .76 Westminster tel DExter 5045
29,454,60 ARCADE ST,PROVIDENCE,League of Women Voters of Rhode Island,85.5,"['cd1948/entry/1948_Page_757 (3)_65.png', 'cd1948/entry/1948_Page_757 (3)_66.png']",Associations & Clubs,League of Women Voters of Rhode Island 60 Arcade bidg
30,460,12 OLNEYVILLE SQ,PROVIDENCE,Olneyville Business Mens Assn,100.0,"['cd1948/entry/1948_Page_758 (1)_12.png', 'cd1948/entry/1948_Page_758 (1)_13.png']",Associations & Clubs,Olneyville Business Mens Assn 12 Olneyville sq
31,484,14 GREEN ST,PROVIDENCE,Rhode Island Terriers Club,100.0,['cd1948/entry/1948_Page_758 (1)_66.png'],Associations & Clubs,Rhode Island Terriers Club 14 Green
32,512,140 BROADWAY ST,PROVIDENCE,FULLER BATTERY AND SUPPLY CORP,100.0,"['cd1948/entry/1948_Page_758 (2)_74.png', 'cd1948/entry/1948_Page_758 (2)_75.png', 'cd1948/entry/1948_Page_758 (2)_76.png', 'cd1948/entry/1948_Page_758 (2)_77.png']",*Automobile Accessories,FULLER BATTERY AND SUPPLY CORP 140 Broadway tel GAspee 1218 -For further information see page 17 Buyers Guide
33,513,1124 ARLINGTON AVE,PROVIDENCE,GUERTIN OIL COMPANY,83.0,"['cd1948/entry/1948_Page_758 (3)_1.png', 'cd1948/entry/1948_Page_758 (3)_2.png', 'cd1948/entry/1948_Page_758 (3)_3.png', 'cd1948/entry/1948_Page_758 (3)_4.png']",*Automobile Accessories,GUERTIN OIL COMPANY 1124 Crans- ton Arlington tels WEst 2457-2458 For further information see page X and left bottom lines
34,547,137 CHARLES ST,PROVIDENCE,Hope Cycle Co,100.0,['cd1948/entry/1948_Page_758 (3)_51.png'],Automobile Accessories & Parts Retail,Hope Cycle Co 137 Charles
35,564,818 WEST ST,PROVIDENCE,. Western Auto Supply Co,100.0,['cd1948/entry/1948_Page_759 (1)_12.png'],Automobile Accessories & Parts Retail,. Western Auto Supply Co 818 West-
36,565,45 OLNEYVILLE SQ,PROVIDENCE,. minster and,100.0,['cd1948/entry/1948_Page_759 (1)_13.png'],Automobile Accessories & Parts Retail,. minster and 45 Olneyville sq
37,573,140 BROADWAY ST,PROVIDENCE,",",100.0,"['cd1948/entry/1948_Page_759 (1)_45.png', 'cd1948/entry/1948_Page_759 (1)_46.png', 'cd1948/entry/1948_Page_759 (1)_47.png']",Automobile Accessories & Parts Retail,", 140 Broadway tel GAspee 1218For further information see page 17 Buy- ers Guide"
38,575,125 THIRD AV,PROVIDENCE,- VICE Inc,100.0,['cd1948/entry/1948_Page_759 (1)_55.png'],Automobile Accessories & Parts Retail,-  VICE Inc 125 Third av Cranston (off
39,576,1606 ELMWOOD AVE,PROVIDENCE,i -,100.0,['cd1948/entry/1948_Page_759 (1)_56.png'],Automobile Accessories & Parts Retail,i - 1606 Elmwood av) tel WIlliams 4351
40,603,609 INDUSTRIAL DR,PROVIDENCE,AUTOMOBILE LEGAL ASSOCIATION,82.5,"['cd1948/entry/1948_Page_759 (2)_51.png', 'cd1948/entry/1948_Page_759 (2)_52.png', 'cd1948/entry/1948_Page_759 (2)_53.png']",*Automobile Clubs,AUTOMOBILE LEGAL ASSOCIATION 609 Industrial Trust bldg tel GAspee 8723
41,623,377 STANTON ST,PROVIDENCE,BUTLER AUTO SALES,86.0,"['cd1948/entry/1948_Page_759 (3)_37.png', 'cd1948/entry/1948_Page_759 (3)_38.png', 'cd1948/entry/1948_Page_759 (3)_39.png']",Automobile DealersPassenger Cars,BUTLER AUTO SALES 377 Taunton av Bast Providence tel East Providence 3538
42,629,589 RESERVOIR AV,PROVIDENCE,CENTRAL MOTORS (Oldsmobile sales and service),100.0,"['cd1948/entry/1948_Page_759 (3)_51.png', 'cd1948/entry/1948_Page_759 (3)_52.png', 'cd1948/entry/1948_Page_759 (3)_53.png']",Automobile DealersPassenger Cars,CENTRAL MOTORS (Oldsmobile sales and service) 589 Reservoir av Crans- ton (10) tel HOpkins 2500
43,630,126 BROADWAY ST,PROVIDENCE,"CHEVROLET, H T Mulry Chevrolet Co",90.0,"['cd1948/entry/1948_Page_759 (3)_54.png', 'cd1948/entry/1948_Page_759 (3)_55.png', 'cd1948/entry/1948_Page_759 (3)_56.png', 'cd1948/entry/1948_Page_759 (3)_57.png']",Automobile DealersPassenger Cars,"CHEVROLET, H T Mulry Chevrolet Co 126-130 Broadway tel GAspee 0346-0347-2430-4731-For further in- formation see page 13 Buyers Guide"
44,648,126 BROADWAY ST,PROVIDENCE,MULRY H T CHEVROLET CO,90.0,"['cd1948/entry/1948_Page_760 (1)_63.png', 'cd1948/entry/1948_Page_760 (1)_64.png', 'cd1948/entry/1948_Page_760 (1)_65.png', 'cd1948/entry/1948_Page_760 (1)_66.png']",INSURANCE For Every Need Tel. GAspee 6700 805 INDUSTRIAL TRUST BUILDING Service Office in Lobby,MULRY H T CHEVROLET CO 126-130 Broadway tels GAspee 0346-0347-2430- 4731-For further information see page 13 Buyers Guide
45,655,1896 PROVIDENCE ST,PROVIDENCE,PISATURO MOTOR SALES (Nash),81.0,"['cd1948/entry/1948_Page_760 (2)_8.png', 'cd1948/entry/1948_Page_760 (2)_9.png', 'cd1948/entry/1948_Page_760 (2)_10.png', 'cd1948/entry/1948_Page_760 (2)_11.png']",INSURANCE For Every Need Tel. GAspee 6700 805 INDUSTRIAL TRUST BUILDING Service Office in Lobby,"PISATURO MOTOR SALES (Nash) 1896 Smith, North Providence tel Centredale 0838For further infor- mation see page 14 Buyers Guide"
46,657,721 RESERVOIR AVE,PROVIDENCE,SANDAGER HARRY Inc,100.0,"['cd1948/entry/1948_Page_760 (2)_20.png', 'cd1948/entry/1948_Page_760 (2)_21.png', 'cd1948/entry/1948_Page_760 (2)_22.png', 'cd1948/entry/1948_Page_760 (2)_23.png']",INSURANCE For Every Need Tel. GAspee 6700 805 INDUSTRIAL TRUST BUILDING Service Office in Lobby,SANDAGER HARRY Inc 721 Reservoir av Cranston tel WIlliams 8000For further information see page 14 Buy- ers Guide
47,658,200 DORRANCE ST,PROVIDENCE,SEABOARD MOTORS Ine,100.0,"['cd1948/entry/1948_Page_760 (2)_24.png', 'cd1948/entry/1948_Page_760 (2)_25.png', 'cd1948/entry/1948_Page_760 (2)_26.png']",INSURANCE For Every Need Tel. GAspee 6700 805 INDUSTRIAL TRUST BUILDING Service Office in Lobby,SEABOARD MOTORS Ine 200 Dorrance tel UNion 1230-For further infor- mation see page 14 Buyers Guide
48,660,1798 PROVIDENCE ST,PROVIDENCE,SPEEDS SALES & SERVICE (Stude- baker),81.0,"['cd1948/entry/1948_Page_760 (2)_31.png', 'cd1948/entry/1948_Page_760 (2)_32.png', 'cd1948/entry/1948_Page_760 (2)_33.png', 'cd1948/entry/1948_Page_760 (2)_34.png']",INSURANCE For Every Need Tel. GAspee 6700 805 INDUSTRIAL TRUST BUILDING Service Office in Lobby,"SPEEDS SALES & SERVICE (Stude- baker) 1798 Smith, North Providence tel Centredale 0851For further in- formation see page 15 Buyers Guide"
49,728,721 RESERVOIR AVE,PROVIDENCE,- SANDAGER HARRY Inc,100.0,"['cd1948/entry/1948_Page_761 (1)_4.png', 'cd1948/entry/1948_Page_761 (1)_5.png', 'cd1948/entry/1948_Page_761 (1)_6.png']",Automobile DealersUsed Cars,- SANDAGER HARRY Inc 721 Reservoir av Cranston tel WIlliams 8000 (Ford cars and trucks)For further infor-
50,740,30 OLNEYVILLE SQ,PROVIDENCE,and,89.5,['cd1948/entry/1948_Page_761 (1)_63.png'],Automobile DealersUsed Cars,2116 and 30 Olneyville sqFor fur-
51,762,353 PEARL AVE,PROVIDENCE,Lastarza John,100.0,['cd1948/entry/1948_Page_761 (2)_21.png'],Automobile DealersUsed Cars,Lastarza John 353 Pearl
52,763,374 WILLARD ST,PROVIDENCE,Lagovitz Jos,100.0,['cd1948/entry/1948_Page_761 (2)_22.png'],Automobile DealersUsed Cars,Lagovitz Jos 374 Willard av
53,768,55 PLEASANT AV,PROVIDENCE,MtPleasant Av Garage,90.0,"['cd1948/entry/1948_Page_761 (2)_27.png', 'cd1948/entry/1948_Page_761 (2)_28.png']",Automobile DealersUsed Cars,MtPleasant Av Garage 55 MtPleasant av
54,786,1119 INDUSTRIAL DR,PROVIDENCE,IRONS. EARL M,82.5,"['cd1948/entry/1948_Page_761 (2)_64.png', 'cd1948/entry/1948_Page_761 (2)_65.png', 'cd1948/entry/1948_Page_761 (2)_66.png', 'cd1948/entry/1948_Page_761 (2)_67.png']",*Automobile Insurance,IRONS. EARL M 1119 Industrial Trust bldg tel GAspee 7345For further information see page 105 Buyers Guide and right top lines
55,807,1238 CLIFFORD ST,PROVIDENCE, Ace Stations Inc,100.0,"['cd1948/entry/1948_Page_761 (3)_54.png', 'cd1948/entry/1948_Page_761 (3)_55.png']",Automobile Parking,"Ace Stations Inc 100 Chestnut, 225 Dyer and 1238 Clifford"
56,819,99 CRAWFORD ST,PROVIDENCE,Court House Parking Station,80.5,"['cd1948/entry/1948_Page_762 (1)_4.png', 'cd1948/entry/1948_Page_762 (1)_5.png']",Automobile Parking,Court House Parking Station 99 S Main nr Crawford st
57,820,27 RAILROAD TERR,PROVIDENCE,Depot Parking Grounds,88.0,['cd1948/entry/1948_Page_762 (1)_6.png'],Automobile Parking,Depot Parking Grounds 27 Railroad
58,823, EMPIRE ST,PROVIDENCE,"Empire Parking Co,",100.0,"['cd1948/entry/1948_Page_762 (1)_9.png', 'cd1948/entry/1948_Page_762 (1)_10.png']",Automobile Parking,"Empire Parking Co, Empire st cor Wash st"
59,862,70 SOUTH CT,PROVIDENCE,Acme Electric Co rear,100.0,['cd1948/entry/1948_Page_762 (2)_11.png'],Automobile Repairing,Acme Electric Co rear 70 South
60,884,126 BROADWAY ST,PROVIDENCE,"CHEVROLET, H T Mulry Chevrolet Co",88.0,"['cd1948/entry/1948_Page_762 (2)_47.png', 'cd1948/entry/1948_Page_762 (2)_48.png', 'cd1948/entry/1948_Page_762 (2)_49.png', 'cd1948/entry/1948_Page_762 (2)_50.png']",Automobile Repairing,"CHEVROLET, H T Mulry Chevrolet Co 126-1380 Broadway tels GAspee 0346- 0347-2430-4731For further informa- tion see page 18 Buyers Guide"
61,886,383 SEABURY ST,PROVIDENCE,Clark Gordon A,100.0,['cd1948/entry/1948_Page_762 (2)_52.png'],Automobile Repairing,Clark Gordon A 383 Seabury
62,912,416 FOUNTAIN ST,PROVIDENCE,H & R Automotive Service,100.0,"['cd1948/entry/1948_Page_762 (3)_10.png', 'cd1948/entry/1948_Page_762 (3)_11.png']",Automobile Repairing,H & R Automotive Service 416 Foun- tain
63,955,365 WILLARD ST,PROVIDENCE,. Franklin espia John,100.0,"['cd1948/entry/1948_Page_763 (1).chop_12.png', 'cd1948/entry/1948_Page_763 (1).chop_13.png', 'cd1948/entry/1948_Page_763 (1).chop_14.png', 'cd1948/entry/1948_Page_763 (1).chop_15.png', 'cd1948/entry/1948_Page_763 (1).chop_16.png']",Automobile Repairing,. Franklin espia John 365 Willard av ILLAS ORMS STREET GARAGE 327 Orms tel MAnning 5069-For further information see page 19 Buyers
64,962,635 ELM ST,PROVIDENCE,HENLEY-KIMBALL CO The,100.0,['cd1948/entry/1948_Page_763 (1).chop_42.png'],*Automobile Sales & Service,HENLEY-KIMBALL CO The 635 Elm-
