,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,5,354 BROADWAY ST,PROVIDENCE,Accinno John J,100.0,['cd1972/entry/1972_Page_104 (1)_17.png'],ACCOUNTANTSCERTIFIED PUBLIC,Accinno John J 354 Broadway
1,14,533 INDUSTRIAL DR,PROVIDENCE,Christiansen & Co,83.5,['cd1972/entry/1972_Page_104 (1)_29.png'],ACCOUNTANTSCERTIFIED PUBLIC,Christiansen & Co 533 Industrial Bank Bldg
2,34,19 WESTMINSTER ST,PROVIDENCE,Peat Marwick Mitchell & Co,100.0,"['cd1972/entry/1972_Page_104 (2)_32.png', 'cd1972/entry/1972_Page_104 (2)_33.png']",ACCOUNTANTSCERTIFIED PUBLIC CONTD,Peat Marwick Mitchell & Co 19 Westminster St
3,35,480 BENEFIT ST,PROVIDENCE,Picchione Nicholas & Co,100.0,"['cd1972/entry/1972_Page_104 (2)_34.png', 'cd1972/entry/1972_Page_104 (2)_35.png']",ACCOUNTANTSCERTIFIED PUBLIC CONTD,Picchione Nicholas & Co 480 Benefit St
4,43,60 BROADWAY ST,PROVIDENCE,Villatico Guy,83.0,['cd1972/entry/1972_Page_104 (2)_47.png'],ACCOUNTANTSCERTIFIED PUBLIC CONTD,Villatico Guy 60 Broadway Suite G
5,68,168 BROADWAY ST,PROVIDENCE,David Bennie A,100.0,['cd1972/entry/1972_Page_104 (3)_32.png'],ACCOUNTANTSPUBLIC,David Bennie A 168 Broadway
6,70,20 OLNEYVILLE SQ,PROVIDENCE,Della Ventura Gaetano C,100.0,"['cd1972/entry/1972_Page_104 (3)_34.png', 'cd1972/entry/1972_Page_104 (3)_35.png']",ACCOUNTANTSPUBLIC,Della Ventura Gaetano C 20 Olneyville Sq Rm 1
7,86,20 OLNEYVILLE SQ,PROVIDENCE,Guadagno Carl,100.0,['cd1972/entry/1972_Page_105 (1)_8.png'],ACCOUNTANTSPUBLICCONTD,Guadagno Carl 20 Olneyville Sq Rm 2
8,126,500 BROADWAY ST,PROVIDENCE,Zelano Richd R,100.0,['cd1972/entry/1972_Page_105 (1)_65.png'],ACCOUNTANTSPUBLICCONTD,Zelano Richd R 500 Broadway
9,143,36 KENNEDY PLZ,PROVIDENCE,Braitsch Arth Advertising,96.0,"['cd1972/entry/1972_Page_105 (2)_27.png', 'cd1972/entry/1972_Page_105 (2)_28.png']",ADVERTISING AGENCIES,Braitsch Arth Advertising 36 Kennedy Plaza Rm 415
10,157,36 KENNEDY PLZ,PROVIDENCE,Lorimer John A,96.0,"['cd1972/entry/1972_Page_105 (2)_55.png', 'cd1972/entry/1972_Page_105 (2)_56.png']",ADVERTISING AGENCIES,Lorimer John A 36 Kennedy Plaza Rm 415
11,172,60 BROADWAY ST,PROVIDENCE,Standish Barnes Co,83.5,"['cd1972/entry/1972_Page_105 (3)_4.png', 'cd1972/entry/1972_Page_105 (3)_5.png']",ADVERTISING AGENCIESCONTD,Standish Barnes Co 60 Broadway Suite F
12,190,185 FREMONT ST,PROVIDENCE,"HEVAC ENGINEERING CORP,",86.0,"['cd1972/entry/1972_Page_105 (3)_51.png', 'cd1972/entry/1972_Page_105 (3)_52.png']",*AIR CONDITIONING CONTRACTORS,"HEVAC ENGINEERING CORP, 185 Front St (Pawtucket; 02861), Tel 723-5950"
13,191,7 VICTORY ST,PROVIDENCE,"ROSSI SHEET METAL WORKS INC,",100.0,"['cd1972/entry/1972_Page_105 (3)_53.png', 'cd1972/entry/1972_Page_105 (3)_54.png', 'cd1972/entry/1972_Page_105 (3)_55.png']",*AIR CONDITIONING CONTRACTORS,"ROSSI SHEET METAL WORKS INC, 7 Victory St (Johnston; 02919), Tel 351- 7010 (See Index To Advertisers)"
14,196,30 CORONA DR,PROVIDENCE,"| MORAN AIR CARGO T F Green Airport,",86.0,"['cd1972/entry/1972_Page_106 (1)_21.png', 'cd1972/entry/1972_Page_106 (1)_22.png']",*AIR FREIGHT FORWARDERSDOMESTIC,"| MORAN AIR CARGO T F Green Airport, 30 Coronado St (Warwick, 02886) Tel"
15,208,40 KENNEDY PLZ,PROVIDENCE,Rogers Alteration Shop,96.0,"['cd1972/entry/1972_Page_106 (1)_56.png', 'cd1972/entry/1972_Page_106 (1)_57.png']",ALTERATION SHOPS,Rogers Alteration Shop 40 Kennedy Plaza
16,247,381 BROADWAY ST,PROVIDENCE,Yesteryear Antiques,100.0,['cd1972/entry/1972_Page_106 (2)_65.png'],ANTIQUESDEALERS AND RESTORERS,Yesteryear Antiques 381 Broadway
17,256,454 BROADWAY ST,PROVIDENCE,Armand Apartments,100.0,['cd1972/entry/1972_Page_106 (3)_10.png'],APARTMENT BUILDINGS,Armand Apartments 454 Broadway
18,261,131 BROADWAY ST,PROVIDENCE,Barclay Apartments,100.0,['cd1972/entry/1972_Page_106 (3)_17.png'],APARTMENT BUILDINGS,Barclay Apartments 131 Broadway
19,274,235 BROADWAY ST,PROVIDENCE,Broadway Apartments,100.0,['cd1972/entry/1972_Page_106 (3)_32.png'],APARTMENT BUILDINGS,Broadway Apartments 235 Broadway
20,317,30 NORTH K ST,PROVIDENCE,Furlong Apartments,87.5,['cd1972/entry/1972_Page_107 (1)_7.png'],APARTMENT BUILDINGSCONTD,Furlong Apartments 30 N Court St
