,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,1, WESTMINSTER ST,PROVIDENCE,BLACKMAN &,84.0,"['cd1964/entry/1964_Page_108 (1)_12.png', 'cd1964/entry/1964_Page_108 (1)_13.png']",PUBLIC,BLACKMAN & BLACKMAN L11 WESTMINSTER ST RM 1209
1,13,354 BROADWAY ST,PROVIDENCE,ACCINNO & CAMPANELLA,100.0,['cd1964/entry/1964_Page_108 (1)_49.png'],PUBLIC,ACCINNO & CAMPANELLA 354 BROADWAY ST
2,14,35 WESTMINSTER ST,PROVIDENCE,ACCOUNTING ASSOCIATES,100.0,"['cd1964/entry/1964_Page_108 (1)_50.png', 'cd1964/entry/1964_Page_108 (1)_51.png']",PUBLIC,ACCOUNTING ASSOCIATES 35 WESTMINSTER ST RM 10
3,37,168 BROADWAY ST,PROVIDENCE,DAVID BENNIE A,100.0,['cd1964/entry/1964_Page_108 (2)_21.png'],PUBLIC,DAVID BENNIE A 168 BROADWAY ST
4,39,20 OLNEYVILLE SQ,PROVIDENCE,DELLA VENTURA GAETANO C,92.0,"['cd1964/entry/1964_Page_108 (2)_23.png', 'cd1964/entry/1964_Page_108 (2)_24.png']",PUBLIC,DELLA VENTURA GAETANO C 20 OLNEYVILLE SQ RM 1
5,68,32 WESTMINSTER ST,PROVIDENCE,LANE WARREN C,100.0,"['cd1964/entry/1964_Page_108 (2)_68.png', 'cd1964/entry/1964_Page_108 (2)_69.png']",PUBLIC,LANE WARREN C 32 WESTMINSTER ST RM 600
6,83,32 WESTMINSTER ST,PROVIDENCE,PEDORELLA VICTOR L,100.0,"['cd1964/entry/1964_Page_108 (3)_19.png', 'cd1964/entry/1964_Page_108 (3)_20.png']",PUBLIC,PEDORELLA VICTOR L 32 WESTMINSTER ST RM 403
7,114,236 BROADWAY ST,PROVIDENCE,VILLATICO GUY,100.0,['cd1964/entry/1964_Page_108 (3)_66.png'],PUBLIC,VILLATICO GUY 236 BROADWAY ST
8,120,500 BROADWAY ST,PROVIDENCE,ZELANO JOSEPH,100.0,['cd1964/entry/1964_Page_108 (3)_75.png'],PUBLIC,ZELANO JOSEPH 500 BROADWAY ST
9,121,965 WATERMAN AV,PROVIDENCE,"ADDRESSOGRAPH-MULT IGRAPH CORP- ORATION, PROVIDENCE BRANCH OFFICE,",100.0,"['cd1964/entry/1964_Page_109 (1)_4.png', 'cd1964/entry/1964_Page_109 (1)_5.png', 'cd1964/entry/1964_Page_109 (1)_6.png', 'cd1964/entry/1964_Page_109 (1)_7.png', 'cd1964/entry/1964_Page_109 (1)_8.png']",ADDRESSOGRAPH AND SPEED~- AUMAT,"ADDRESSOGRAPH-MULT IGRAPH CORP- ORATION, PROVIDENCE BRANCH OFFICE, 965 WATERMAN AV (EAST PROVIDENCE), TEL 438-2650 *ADDRESSING AND MAILING"
10,127,170 BROADWAY ST,PROVIDENCE,BOYNTON CO,100.0,['cd1964/entry/1964_Page_109 (1)_20.png'],ADDRESSOGRAPH AND SPEED~- AUMAT,BOYNTON CO 170 BROADWAY ST
11,138,182 BROADWAY ST,PROVIDENCE,KIERNAN BERNARD J,100.0,['cd1964/entry/1964_Page_109 (1)_36.png'],ADDRESSOGRAPH AND SPEED~- AUMAT,KIERNAN BERNARD J 182 BROADWAY ST
12,163,508 BENEFIT ST,PROVIDENCE,GRAVELY TRACTORS REAR,100.0,"['cd1964/entry/1964_Page_109 (2)_25.png', 'cd1964/entry/1964_Page_109 (2)_26.png']",NEWSPAPER AND MAGAZINE,GRAVELY TRACTORS REAR 508 BENEFIT ST *AIR CONDITIONERS  ROOM
13,227,235 BROADWAY ST,PROVIDENCE,BROADWAY APARTMENTS,100.0,['cd1964/entry/1964_Page_110 (1)_14.png'],STORERS,BROADWAY APARTMENTS 235 BROADWAY ST
14,230,485 BROADWAY ST,PROVIDENCE,CAROL LOIS APARTMENTS,100.0,['cd1964/entry/1964_Page_110 (1)_18.png'],STORERS,CAROL LOIS APARTMENTS 485 BROADWAY ST
15,232,411 WEYBOSSET ST,PROVIDENCE,CATHEDRAL APARTMENTS,100.0,['cd1964/entry/1964_Page_110 (1)_21.png'],STORERS,CATHEDRAL APARTMENTS 411 WEYBOSSET ST
16,271,30 NORTH K ST,PROVIDENCE,FURLONG APARTMENTS,87.5,['cd1964/entry/1964_Page_110 (1)_68.png'],STORERS,FURLONG APARTMENTS 30 N COURT ST
17,279,7 BROWNELL ST,PROVIDENCE,HILLCREST APARTMENTS,100.0,['cd1964/entry/1964_Page_110 (1)_78.png'],STORERS,HILLCREST APARTMENTS 7 BROWNELL ST
18,284,142 IRVING ST,PROVIDENCE,JACKSONIAN APARTMENTS THE,100.0,"['cd1964/entry/1964_Page_110 (1)_83.png', 'cd1964/entry/1964_Page_110 (1)_84.png']",STORERS,JACKSONIAN APARTMENTS THE 142 IRVING AV
19,310,48 BROADWAY ST,PROVIDENCE,MAJESTIC APARTMENTS,100.0,['cd1964/entry/1964_Page_110 (2)_25.png'],STORERS,MAJESTIC APARTMENTS 48 BROADWAY ST
20,336,421 WEYBOSSET ST,PROVIDENCE,PARAMOUNT APARTMENTS,100.0,['cd1964/entry/1964_Page_110 (2)_56.png'],STORERS,PARAMOUNT APARTMENTS 421 WEYBOSSET ST
21,339,454 BROADWAY ST,PROVIDENCE,PASCONE APARTMENTS,100.0,['cd1964/entry/1964_Page_110 (2)_59.png'],STORERS,PASCONE APARTMENTS 454 BROADWAY ST
22,379,495 CENTRAL AVE,PROVIDENCE,"APEX INC,",100.0,"['cd1964/entry/1964_Page_110 (3)_19.png', 'cd1964/entry/1964_Page_110 (3)_20.png', 'cd1964/entry/1964_Page_110 (3)_21.png']",STORERS,"APEX INC, 495 CENTRAL AV (PAWTUCK- ET), TEL 723-3500 *APPLIANCES  ELECTRIC"
23,382,36 KENNEDY PLZ,PROVIDENCE,COYLE WM E JR,85.5,['cd1964/entry/1964_Page_110 (3)_31.png'],WHOLESALE,COYLE WM E JR 36 KENNEDY PLAZA 2M 410
24,386,36 KENNEDY PLZ,PROVIDENCE,REED STEPHEN L,85.5,"['cd1964/entry/1964_Page_110 (3)_43.png', 'cd1964/entry/1964_Page_110 (3)_44.png']",WHOLESALE,REED STEPHEN L 36 KENNEDY PLAZA RM 410
25,391,36 KENNEDY PLZ,PROVIDENCE,BLAIR ASSOCIATES INC,85.5,"['cd1964/entry/1964_Page_110 (3)_53.png', 'cd1964/entry/1964_Page_110 (3)_54.png']",MANUFACTURERS,BLAIR ASSOCIATES INC 36 KENNEDY PLAZA RM 300
26,484,32 WESTMINSTER ST,PROVIDENCE,MOSS C W CO,100.0,['cd1964/entry/1964_Page_111 (2)_67.png'],CIAL),MOSS C W CO 32 WESTMINSTER ST RM 500
27,487,32 WESTMINSTER ST,PROVIDENCE,PAULHUS DONALD,100.0,"['cd1964/entry/1964_Page_111 (2)_71.png', 'cd1964/entry/1964_Page_111 (2)_72.png']",CIAL),PAULHUS DONALD 32 WESTMINSTER ST RM 500
28,491,35 WESTMINSTER ST,PROVIDENCE,YOUNG ANDREW A,100.0,"['cd1964/entry/1964_Page_111 (2)_76.png', 'cd1964/entry/1964_Page_111 (2)_77.png']",CIAL),YOUNG ANDREW A 35 WESTMINSTER ST RM 9 ARTISTS MATERIALS
29,505,96 GRAND VIEW AVE,PROVIDENCE,FONTES LOUIS,100.0,['cd1964/entry/1964_Page_111 (3)_16.png'],CIAL),FONTES LOUIS 96 GRAND VIEW ST
30,520,413 TURKS HEAD PL,PROVIDENCE,-,93.0,['cd1964/entry/1964_Page_111 (3)_48.png'],TRADE THE,- 413 TURKS HEAD BLDG
31,531,186 BROADWAY ST,PROVIDENCE,A & J AUTO IGNITION CO,100.0,"['cd1964/entry/1964_Page_112 (1)_61.png', 'cd1964/entry/1964_Page_112 (1)_62.png']",AND PARTS RETAIL,A & J AUTO IGNITION CO 186 BROADWAY ST
32,535,584 BROADWAY ST,PROVIDENCE,ATLANTIC MOTOR PARTS CO,100.0,['cd1964/entry/1964_Page_112 (1)_68.png'],AND PARTS RETAIL,ATLANTIC MOTOR PARTS CO 584 BROADWAY
33,546,181 BROADWAY ST,PROVIDENCE,DOYLE AUTO SUPPLY CO,100.0,['cd1964/entry/1964_Page_112 (2)_13.png'],AND PARTS RETAIL,DOYLE AUTO SUPPLY CO 181 BROADWAY ST
34,553,137 CHARLES ST,PROVIDENCE,HOPE CYCLE & AUTO SUPPLY CO,100.0,"['cd1964/entry/1964_Page_112 (2)_23.png', 'cd1964/entry/1964_Page_112 (2)_24.png']",AND PARTS RETAIL,HOPE CYCLE & AUTO SUPPLY CO 137 CHARLES ST
35,556,135 BROADWAY ST,PROVIDENCE,MONTGOMERY DISTRIBUTORS INC,100.0,"['cd1964/entry/1964_Page_112 (2)_27.png', 'cd1964/entry/1964_Page_112 (2)_28.png']",AND PARTS RETAIL,MONTGOMERY DISTRIBUTORS INC 135 BROADWAY ST
36,587,430 FOUNTAIN ST,PROVIDENCE,ALPINE AUTO BODY INC,100.0,['cd1964/entry/1964_Page_112 (3)_14.png'],ERS,ALPINE AUTO BODY INC 430 FOUNTAIN ST
37,592,766 BROADWAY ST,PROVIDENCE,"BROADWAY AUTO SALES INC,",100.0,"['cd1964/entry/1964_Page_112 (3)_20.png', 'cd1964/entry/1964_Page_112 (3)_21.png', 'cd1964/entry/1964_Page_112 (3)_22.png', 'cd1964/entry/1964_Page_112 (3)_23.png']",ERS,"BROADWAY AUTO SALES INC, 766 BROAD- WAY (PAWTUCKET), TELS 726-4522 AND 723-4700 (SEE PAGE 3 BUYERS GUIDE)"
38,596,416 FOUNTAIN ST,PROVIDENCE,DAVIS AUTO BODY CO,100.0,['cd1964/entry/1964_Page_112 (3)_30.png'],ERS,DAVIS AUTO BODY CO 416 FOUNTAIN ST
39,618,456 FOUNTAIN ST,PROVIDENCE,RALPH & SONS AUTO BODY CO,89.5,"['cd1964/entry/1964_Page_112 (3)_62.png', 'cd1964/entry/1964_Page_112 (3)_63.png']",ERS,RALPH & SONS AUTO BODY CO 456 FCUNTAIN ST
40,629,766 BROADWAY ST,PROVIDENCE,"BROADWAY AUTO SALES INC,",100.0,"['cd1964/entry/1964_Page_113 (1)_7.png', 'cd1964/entry/1964_Page_113 (1)_8.png', 'cd1964/entry/1964_Page_113 (1)_9.png']",ERS,"BROADWAY AUTO SALES INC, 766 BROAD- WAY (PAWTUCKET), TEL 723-4700 (SEE PAGE 3 BUYERS GUIDE)"
41,632,550 PAWTUXET AV,PROVIDENCE,"DARIO FORD, B A DARIO CO,",84.0,"['cd1964/entry/1964_Page_113 (1)_16.png', 'cd1964/entry/1964_Page_113 (1)_17.png', 'cd1964/entry/1964_Page_113 (1)_18.png']",ERS,"DARIO FORD, B A DARIO CO, 550 PAW- TUCKET AV (PAWTUCKET), TEL 722- 1960 (SEE PAGE 4 BUYERS GUIDE)"
42,647,126 BROADWAY ST,PROVIDENCE,"MULRY H T CHEVROLET CO,",90.0,"['cd1964/entry/1964_Page_113 (1)_47.png', 'cd1964/entry/1964_Page_113 (1)_48.png', 'cd1964/entry/1964_Page_113 (1)_49.png']",ERS,"MULRY H T CHEVROLET CO, 126-128 BROADWAY, TEL 421-6394 (SEE PAGE 5 BUYERS GUIDE)"
43,649,490 MAIDEN LN,PROVIDENCE,"PIERCE CHEVROLET,",80.0,"['cd1964/entry/1964_Page_113 (1)_52.png', 'cd1964/entry/1964_Page_113 (1)_53.png']",ERS,"PIERCE CHEVROLET, 490 MAIN (PAW- TUCKET), TELS 723-4900 AND 751-4900"
44,654,777 STANTON ST,PROVIDENCE,"TASCA FORD SALES INC,",86.0,"['cd1964/entry/1964_Page_113 (1)_59.png', 'cd1964/entry/1964_Page_113 (1)_60.png']",ERS,"TASCA FORD SALES INC, 777 TAUNTON AV (E PROV), TEL 434-7474"
45,655,365 BROADWAY ST,PROVIDENCE,TRAMONTI MOTOR SALES INC,100.0,"['cd1964/entry/1964_Page_113 (1)_61.png', 'cd1964/entry/1964_Page_113 (1)_62.png', 'cd1964/entry/1964_Page_113 (1)_63.png']",ERS,TRAMONTI MOTOR SALES INC 365 BROADWAY ST AUTOMOBILE DEALERS  USED
46,663,311 MAIDEN LN,PROVIDENCE,"BAKER MOTOR CO,",80.0,['cd1964/entry/1964_Page_113 (2)_6.png'],CARS,"BAKER MOTOR CO, 311 MAIN (PAWTUCK-
ET), TEL 723-1800 OR 723-8000"
47,670,766 BROADWAY ST,PROVIDENCE,"BROADWAY AUTO SALES INC,",100.0,"['cd1964/entry/1964_Page_113 (2)_15.png', 'cd1964/entry/1964_Page_113 (2)_16.png', 'cd1964/entry/1964_Page_113 (2)_17.png']",CARS,"BROADWAY AUTO SALES INC, 766 BROAD- WAY (PAWTUCKET), TEL 723-4700 (SEE PAGE 3 BUYERS GUIDE)"
48,678,550 PAWTUXET AV,PROVIDENCE,"DARIO FORD, B A DARIO CO,",84.0,"['cd1964/entry/1964_Page_113 (2)_27.png', 'cd1964/entry/1964_Page_113 (2)_28.png', 'cd1964/entry/1964_Page_113 (2)_29.png']",CARS,"DARIO FORD, B A DARIO CO, 550 PAW- TUCKET AV (PAWTUCKET), TEL 722- 1960 (SEE PAGE 4 BUYERS GUIDE)"
49,738,69 BROADWAY ST,PROVIDENCE,BRIADWAY PARKING LOT,100.0,['cd1964/entry/1964_Page_113 (3)_50.png'],TION,BRIADWAY PARKING LOT 69 BROADWAY ST
50,745,27 RAILROAD AVE,PROVIDENCE,DEPOT PARKING GROUNDS,100.0,['cd1964/entry/1964_Page_113 (3)_60.png'],TION,DEPOT PARKING GROUNDS 27 RAILROAD ST
51,759,104 WATER ST,PROVIDENCE,MEYERS BROS PARKING SYSTEM,100.0,"['cd1964/entry/1964_Page_114 (1)_9.png', 'cd1964/entry/1964_Page_114 (1)_10.png']",TION,MEYERS BROS PARKING SYSTEM 104 WATER ST
52,770,101 STILLMAN ST,PROVIDENCE,PARK N LOCK,100.0,['cd1964/entry/1964_Page_114 (1)_30.png'],TION,PARK N LOCK 101 STILLMAN ST
53,792,44 KENNEDY PLZ,PROVIDENCE,BUDGET RENA-A-CAR OF RHODE ISLAND INC,96.0,"['cd1964/entry/1964_Page_114 (1)_67.png', 'cd1964/entry/1964_Page_114 (1)_68.png']",ERS,BUDGET RENA-A-CAR OF RHODE ISLAND INC 44 KENNEDY PLAZA
54,796,370 WILLARD ST,PROVIDENCE,SHERIDAN & DORR AUTOMOBILE RENTING,100.0,"['cd1964/entry/1964_Page_114 (1)_73.png', 'cd1964/entry/1964_Page_114 (1)_74.png', 'cd1964/entry/1964_Page_114 (1)_75.png']",ERS,SHERIDAN & DORR AUTOMOBILE RENTING 370 WILLARD AV AUTOMOBILE REPAIRING
55,808,504 BROADWAY ST,PROVIDENCE,CONTI ALBERT R,100.0,['cd1964/entry/1964_Page_114 (2)_16.png'],ERS,CONTI ALBERT R 504% BROADWAY ST
56,829,168 BROOM ST,PROVIDENCE,HORTON*S AUTO REPAIRS,84.0,['cd1964/entry/1964_Page_114 (2)_47.png'],ERS,HORTON*S AUTO REPAIRS 168 CROOM ST
57,851,566 BROADWAY ST,PROVIDENCE,PORTLAND TRANSMISSION EXCHANGE INC,100.0,"['cd1964/entry/1964_Page_114 (2)_78.png', 'cd1964/entry/1964_Page_114 (2)_79.png']",ERS,PORTLAND TRANSMISSION EXCHANGE INC 566 BROADWAY ST
58,853,120 BROADWAY ST,PROVIDENCE,PROVIDENCE AUTO IGNITION CO,100.0,"['cd1964/entry/1964_Page_114 (2)_82.png', 'cd1964/entry/1964_Page_114 (2)_83.png']",ERS,PROVIDENCE AUTO IGNITION CO 120 BROADWAY ST
59,868,365 WILLARD ST,PROVIDENCE,VESPIA AUTO REPAIRING CO,100.0,"['cd1964/entry/1964_Page_114 (3)_15.png', 'cd1964/entry/1964_Page_114 (3)_16.png']",ERS,VESPIA AUTO REPAIRING CO 365 WILLARD AV
60,870,150 BROADWAY ST,PROVIDENCE,WHITE ELECTRIC CO,100.0,['cd1964/entry/1964_Page_114 (3)_19.png'],ERS,WHITE ELECTRIC CO 150 BROADWAY ST
61,876,568 BROADWAY ST,PROVIDENCE,FRANK*S AUTO TOP CO,100.0,['cd1964/entry/1964_Page_114 (3)_33.png'],MINGS,FRANK*S AUTO TOP CO 568 BROADWAY ST
62,890,310 OWEN ST,PROVIDENCE,"CAPWELL AWNING CO, OFFICE 526 POWER RD, FACTORY",100.0,"['cd1964/entry/1964_Page_115 (1)_16.png', 'cd1964/entry/1964_Page_115 (1)_17.png', 'cd1964/entry/1964_Page_115 (1)_18.png', 'cd1964/entry/1964_Page_115 (1)_19.png']",MICHIGAN,"CAPWELL AWNING CO, OFFICE 526 POWER RD, FACTORY 310 OWEN AV (PAWTUCK- ET), TEL PAWTUCKET 2-3386 (SEE PAGE 6 BUYERS GUIDE)"
