,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,5,922 INDUSTRIAL DR,PROVIDENCE,"Haskins & Sells,",83.5,"['cd1959/entry/1959_Page_93 (1).chop_17.png', 'cd1959/entry/1959_Page_93 (1).chop_18.png']",* ACCOUNTANTS--CERTIFIED PUBLIC,"Haskins & Sells, 922 Industrial Bank Bldg, Tel UNion 1-0740"
1,7,354 BROADWAY ST,PROVIDENCE,Accinno & Campanella,100.0,['cd1959/entry/1959_Page_93 (1).chop_25.png'],ACCOUNTANTS PUBLIC *Denotes Certified Public Accoun-,Accinno & Campanella 354 Broadway
2,46,168 BROADWAY ST,PROVIDENCE,David & Villatico,100.0,['cd1959/entry/1959_Page_93 (1).chop_67.png'],ACCOUNTANTS PUBLIC *Denotes Certified Public Accoun-,David & Villatico 168 Broadway
3,49,20 OLNEYVILLE SQ,PROVIDENCE,DiMuro & Associates,100.0,['cd1959/entry/1959_Page_93 (2).chop_1.png'],ACCOUNTANTS PUBLIC *Denotes Certified Public Accoun-,DiMuro & Associates 20 Olneyville sq
4,81,270 BROADWAY ST,PROVIDENCE,Krupa and DiChiara,92.0,['cd1959/entry/1959_Page_93 (2).chop_37.png'],ACCOUNTANTS PUBLIC *Denotes Certified Public Accoun-,Krupa and DiChiara 270 Broadway R2
5,83,32 WESTMINSTER ST,PROVIDENCE,Lane Warren C,96.0,['cd1959/entry/1959_Page_93 (2).chop_39.png'],ACCOUNTANTS PUBLIC *Denotes Certified Public Accoun-,Lane Warren C 32 Westminster 6th fl
6,110,32 WESTMINSTER ST,PROVIDENCE,Pederella Victor,90.5,['cd1959/entry/1959_Page_93 (2).chop_70.png'],ACCOUNTANTS PUBLIC *Denotes Certified Public Accoun-,Pederella Victor 32 Westminster R403
7,133,182 BROADWAY ST,PROVIDENCE,Stasio Anthony S,100.0,['cd1959/entry/1959_Page_93 (3).chop_17.png'],ACCOUNTANTS PUBLIC *Denotes Certified Public Accoun-,Stasio Anthony S 182 Broadway
8,164,24 MASON AV,PROVIDENCE,"W PRO BROADCASTING STATION AM, FM & TV, W PRO Bldg",100.0,"['cd1959/entry/1959_Page_94 (1)_6.png', 'cd1959/entry/1959_Page_94 (1)_7.png', 'cd1959/entry/1959_Page_94 (1)_8.png']",* ADVERTISING RADIO,"W PRO BROADCASTING STATION AM, FM & TV, W PRO Bldg 24 Mason, Tel PLantations 1-9766 (See Yellow Page 78)"
9,165,24 MASON AV,PROVIDENCE,"W PRO BROADCASTING STATION AM, FM & TV, W PRO Bldg",100.0,"['cd1959/entry/1959_Page_94 (1)_11.png', 'cd1959/entry/1959_Page_94 (1)_12.png', 'cd1959/entry/1959_Page_94 (1)_13.png']",* ADVERTISING RADIO BROAD- CASTING,"W PRO BROADCASTING STATION AM, FM & TV, W PRO Bldg 24 Mason, Tel PLantations 1-9776 (See Yellow Page 78)"
10,167,172 BROADWAY ST,PROVIDENCE,American Enterprises,100.0,['cd1959/entry/1959_Page_94 (1)_21.png'],ADVERTISING AGENCIES,American Enterprises 172 Broadway
11,198,24 MASON AV,PROVIDENCE,"W PRO BROADCASTING STATION AM, FM & TV, W PRO Bldg",100.0,"['cd1959/entry/1959_Page_94 (1)_60.png', 'cd1959/entry/1959_Page_94 (1)_61.png', 'cd1959/entry/1959_Page_94 (1)_62.png', 'cd1959/entry/1959_Page_94 (1)_63.png']",* ADVERTISING COUNSE LRADIO,"W PRO BROADCASTING STATION AM, FM & TV, W PRO Bldg 24 Mason, Tel PLantations 1-9776 (See Yellow Page 78) ADVERTISING COUNSEL and"
12,199,24 MASON AV,PROVIDENCE,Bernstein Bo & Co Inc,100.0,['cd1959/entry/1959_Page_94 (1)_65.png'],SERVICE,Bernstein Bo & Co Inc 24 Mason 4th fl
13,200,24 MASON AV,PROVIDENCE,Cherry & Webb Broadcasting Co,100.0,['cd1959/entry/1959_Page_94 (1)_66.png'],SERVICE,Cherry & Webb Broadcasting Co 24 Mason
14,208,170 BROADWAY ST,PROVIDENCE,Curtis Circulation Co,100.0,['cd1959/entry/1959_Page_94 (2)_3.png'],ADVERTISING RE PRESENTATIVES NEWSPAPER and MAGAZINE,Curtis Circulation Co 170 Broadway
15,272,235 BROADWAY ST,PROVIDENCE,Broadway Apartments,100.0,['cd1959/entry/1959_Page_95 (1)_7.png'],APARTMENT BUILDINGS,Broadway Apartments 235 Broadway
16,275,485 BROADWAY ST,PROVIDENCE,Carol Lois Apartments,100.0,['cd1959/entry/1959_Page_95 (1)_10.png'],APARTMENT BUILDINGS,Carol Lois Apartments 485 Broadway
17,276,411 WEYBOSSET ST,PROVIDENCE,Cathedral Apartments,100.0,['cd1959/entry/1959_Page_95 (1)_11.png'],APARTMENT BUILDINGS,Cathedral Apartments 411 Weybosset
18,277,104 FRANKLIN ST,PROVIDENCE,Charles Apartments,90.0,['cd1959/entry/1959_Page_95 (1)_13.png'],APARTMENT BUILDINGS,Charles Apartments 104-106 Franklin
19,289,189 BROADWAY ST,PROVIDENCE,DeMoura Joseph,100.0,['cd1959/entry/1959_Page_95 (1)_27.png'],APARTMENT BUILDINGS,DeMoura Joseph  189 Broadway
20,295,14 EARL DR,PROVIDENCE,Earl Apartments,100.0,['cd1959/entry/1959_Page_95 (1)_33.png'],APARTMENT BUILDINGS,Earl Apartments 14 Earl
21,321,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1959/entry/1959_Page_95 (1)_56.png'],APARTMENT BUILDINGS,Hillcrest Apartments 7 Brownell
22,325,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1959/entry/1959_Page_95 (1)_60.png'],APARTMENT BUILDINGS,Jacksonian The 142-146 Irving av
23,359,421 WEYBOSSET ST,PROVIDENCE,Paramount Apartments,100.0,['cd1959/entry/1959_Page_95 (2)_4.png'],APARTMENT BUILDINGS,Paramount Apartments 421 Weybosset
24,361,454 BROADWAY ST,PROVIDENCE,Pascone Apartments,100.0,['cd1959/entry/1959_Page_95 (2)_6.png'],APARTMENT BUILDINGS,Pascone Apartments 454 Broadway
25,373,103 BROADWAY ST,PROVIDENCE,Sherbrook The,100.0,['cd1959/entry/1959_Page_95 (2)_18.png'],APARTMENT BUILDINGS,Sherbrook The 103 Broadway
26,438,48 ARCADE ST,PROVIDENCE,Rakatansky Ira,100.0,['cd1959/entry/1959_Page_95 (3)_31.png'],ARCHITECTS,Rakatansky Ira 48 Arcade
27,469,58 ARCADE ST,PROVIDENCE,Gingras Ernest A,85.0,['cd1959/entry/1959_Page_95 (3)_78.png'],ARTISTSCOMMERCIAL,Gingras Ernest A 58 Arcade bldg
28,483,545 PLEASANT AV,PROVIDENCE,Nincheri Guido,90.0,['cd1959/entry/1959_Page_96 (1)_13.png'],ARTISTSCOMMERCIAL,Nincheri Guido 545 MtPleasant av
29,484,46 ARCADE ST,PROVIDENCE,Okerblom Wm H,85.0,['cd1959/entry/1959_Page_96 (1)_14.png'],ARTISTSCOMMERCIAL,Okerblom Wm H 46 Arcade bldg
30,489,46 ARCADE ST,PROVIDENCE,Turner Don,85.0,['cd1959/entry/1959_Page_96 (1)_19.png'],ARTISTSCOMMERCIAL,Turner Don 46 Arcade bldg
