,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,34,32 WESTMINSTER ST,PROVIDENCE,Garland Edgar,100.0,['cd1937/entry/1937_Page_209 (2)_33.png'],Aocountants & Auditors,Garland Edgar 32 Westminster rm 32
1,72,251 FOX POINT BLVD,PROVIDENCE,MANN GEORGE & CO Inc,100.0,"['cd1937/entry/1937_Page_209 (3)_46.png', 'cd1937/entry/1937_Page_209 (3)_47.png']",*Acids,MANN GEORGE & CO Inc 251 Fox Point blvdSee page 91
2,118,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1937/entry/1937_Page_210 (2)_15.png', 'cd1937/entry/1937_Page_210 (2)_16.png', 'cd1937/entry/1937_Page_210 (2)_17.png']",Advertising Counsel & Service,Standish-Barnes Co 170 Westminster rm 507 and 59 Carrington av (out- door)
3,145,36 OLNEYVILLE SQ,PROVIDENCE,Cinderella Ball Room,100.0,['cd1937/entry/1937_Page_210 (2)_75.png'],AmusementsPlaces of (See also Parks & Playgrounds in Index to Contents),Cinderella Ball Room 36 Olneyville sq
4,206,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1937/entry/1937_Page_210 (3)_82.png'],Apartment Buildings,Hillcrest Apartments 7 Brownell
5,209,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1937/entry/1937_Page_210 (3)_85.png'],Apartment Buildings,Jacksonian The 142-146 Irving av
6,210,56 JEFFERSON ST,PROVIDENCE,Jefferson Apartments,100.0,"['cd1937/entry/1937_Page_210 (3)_86.png', 'cd1937/entry/1937_Page_210 (3)_87.png', 'cd1937/entry/1937_Page_210 (3)_88.png', 'cd1937/entry/1937_Page_210 (3)_89.png', 'cd1937/entry/1937_Page_210 (3)_90.png', 'cd1937/entry/1937_Page_210 (3)_91.png']",Apartment Buildings,Jefferson Apartments 56 Jefferson
7,227,104 FRANKLIN ST,PROVIDENCE,BOrlubo Apartments,100.0,['cd1937/entry/1937_Page_211 (1)_22.png'],Apartment Buildings,BOrlubo Apartments 104 Franklin
8,229,421 WEYBOSSET ST,PROVIDENCE,EParamount Apartments,100.0,['cd1937/entry/1937_Page_211 (1)_25.png'],Apartment Buildings,EParamount Apartments 421 Weybosset
9,250,106 FRANKLIN ST,PROVIDENCE,li Westminster Apartments,100.0,['cd1937/entry/1937_Page_211 (1)_49.png'],Apartment Buildings,li Westminster Apartments 106 Franklin
