,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,3,430 INDUSTRIAL DR,PROVIDENCE,"Haskins & Sells,",83.5,"['cd1962/entry/1962_Page_1 (1)_15.png', 'cd1962/entry/1962_Page_1 (1)_16.png']",ACCOUNTANTSCERTIFIED,"Haskins & Sells, 430 Industrial Bank Bldg, Tel UNion 1-0740"
1,6,35 WESTMINSTER ST,PROVIDENCE,Accounting Associates,94.0,['cd1962/entry/1962_Page_1 (1)_23.png'],ACCOUNTANTS PUBLIC,Accounting Associates 35 Westminster 3d
2,20,244 FARMINGTON AVE,PROVIDENCE,Calabrese Joseph,100.0,['cd1962/entry/1962_Page_1 (2)_4.png'],ACCOUNTANTS PUBLIC,Calabrese Joseph 244 Farmington av
3,27,10 DORRANCE PLZ,PROVIDENCE,*Comery Davison & Co,90.0,['cd1962/entry/1962_Page_1 (2)_13.png'],ACCOUNTANTS PUBLIC,*Comery Davison & Co 10 Dorrance Kdlo
4,31,154 FRANCIS AVE,PROVIDENCE,Delmonico Frank A,94.0,['cd1962/entry/1962_Page_1 (2)_18.png'],ACCOUNTANTS PUBLIC,Delmonico Frank A 154 Francis _
5,68,32 WESTMINSTER ST,PROVIDENCE,Pedorella Victor L,90.5,['cd1962/entry/1962_Page_1 (3)_25.png'],ACCOUNTANTS PUBLIC,Pedorella Victor L 32 Westminster R403
6,92,236 BROADWAY ST,PROVIDENCE,villatico Guy,100.0,['cd1962/entry/1962_Page_1 (3)_53.png'],ACCOUNTANTS PUBLIC,villatico Guy 236 Broadway
7,95,154 FRANCIS AVE,PROVIDENCE,Wigglesworth Norman,100.0,['cd1962/entry/1962_Page_2 (1)_3.png'],ACCOUNTANTS PUBLIC,Wigglesworth Norman 154 Francis
8,98,168 PARK VIEW BLVD,PROVIDENCE,"A & F MAILING SPECIALISTS INC,",100.0,"['cd1962/entry/1962_Page_2 (1)_8.png', 'cd1962/entry/1962_Page_2 (1)_9.png', 'cd1962/entry/1962_Page_2 (1)_10.png']",* ADDRESSING,"A & F MAILING SPECIALISTS INC, 168 Park View blvd(Cranston), Tel STuart 1-5480 (See Page 53 Buyers Guide)"
9,99,965 WATERMAN AV,PROVIDENCE,"ADDRESSOGRA PH- MULTIGRA PH COR- PORATION, Providence Branch Office,",100.0,"['cd1962/entry/1962_Page_2 (1)_14.png', 'cd1962/entry/1962_Page_2 (1)_15.png', 'cd1962/entry/1962_Page_2 (1)_16.png', 'cd1962/entry/1962_Page_2 (1)_17.png']",*ADDRESSING MACHINES ADDRESSOGRAPH and SPEED- AUMAT,"ADDRESSOGRA PH- MULTIGRA PH COR- PORATION, Providence Branch Office, 965 Waterman av (East Providence), Tel GEneva 8-2650"
10,139,24 MASON AV,PROVIDENCE,Bernstein Bo & Co Inc,100.0,['cd1962/entry/1962_Page_2 (1)_77.png'],SERVICE,Bernstein Bo & Co Inc 24 Mason
