,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,5,2503 INDUSTRIAL DR,PROVIDENCE,Haskins & Sells,82.5,"['cd1950/entry/1950_Page_709 (1)_24.png', 'cd1950/entry/1950_Page_709 (1)_25.png']",AccountantsCertified Public,Haskins & Sells 2503 Industrial Trust Bldg tel UNion 1-0740
1,9,35 WESTMINSTER ST,PROVIDENCE,Accounts Associates,100.0,"['cd1950/entry/1950_Page_709 (1)_36.png', 'cd1950/entry/1950_Page_709 (1)_37.png']",AccountantsPublic,Accounts Associates 35 Westminster
2,115,32 WESTMINSTER ST,PROVIDENCE,Urquhart Duncan L,100.0,"['cd1950/entry/1950_Page_710 (2)_16.png', 'cd1950/entry/1950_Page_710 (2)_17.png']",Largest Beauty Shop Supply House in R. I.,Urquhart Duncan L 32 Westminster rm 401
3,121,20 WESTMINSTER ST,PROVIDENCE,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF PROVIDENCE,100.0,"['cd1950/entry/1950_Page_710 (2)_27.png', 'cd1950/entry/1950_Page_710 (2)_28.png', 'cd1950/entry/1950_Page_710 (2)_29.png', 'cd1950/entry/1950_Page_710 (2)_30.png', 'cd1950/entry/1950_Page_710 (2)_31.png']",*AccountsBonus,"FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF PROVIDENCE 20 Westminster tel UNion 1-5400 See page 20 Buyers Guide, right side lines and front cover"
4,135,244 MADISON ST,PROVIDENCE,"POLK RL & CO, New York Office",100.0,"['cd1950/entry/1950_Page_710 (2)_73.png', 'cd1950/entry/1950_Page_710 (2)_74.png', 'cd1950/entry/1950_Page_710 (2)_75.png']",*AddresSing and Mailing,"POLK RL & CO, New York Office 244 Madison av New York 16 tel MUrray Hill 5-8500"
5,148,32 WESTMINSTER ST,PROVIDENCE,Smith Ronald J,100.0,"['cd1950/entry/1950_Page_710 (3)_26.png', 'cd1950/entry/1950_Page_710 (3)_27.png']",Aajusters,Smith Ronald J 32 Westminster rm 406 (ins)
6,156,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1950/entry/1950_Page_710 (3)_48.png', 'cd1950/entry/1950_Page_710 (3)_49.png']",AdvertisingOutdoor,Standish-Barnes Co 170 Westminster rm 507 and 59 Carrington av
7,159,24 MASON AV,PROVIDENCE,W P R O BROADCASTING STATION AM & FM WPRO Bldg,100.0,"['cd1950/entry/1950_Page_710 (3)_52.png', 'cd1950/entry/1950_Page_710 (3)_53.png', 'cd1950/entry/1950_Page_710 (3)_54.png', 'cd1950/entry/1950_Page_710 (3)_55.png']",*AdvertisingRadio,W P R O BROADCASTING STATION AM & FM WPRO Bldg 24 Mason tel PLantations 1-9776See page 132 Buyers Guide and right side lines
8,161,24 MASON AV,PROVIDENCE,W PR O BROADCASTING STATION AM & FM W PR O bldg,100.0,"['cd1950/entry/1950_Page_710 (3)_63.png', 'cd1950/entry/1950_Page_710 (3)_64.png', 'cd1950/entry/1950_Page_710 (3)_65.png', 'cd1950/entry/1950_Page_710 (3)_66.png']",*AdvertisingRadio Broadcast- ing,W PR O BROADCASTING STATION AM & FM W PR O bldg 24 Mason tel PLantations 1-9776See page 132 Buyers Guide and right side lines
9,172,1800 INDUSTRIAL DR,PROVIDENCE,HORTON-NOYES COMPANY,82.5,"['cd1950/entry/1950_Page_711 (1)_7.png', 'cd1950/entry/1950_Page_711 (1)_8.png', 'cd1950/entry/1950_Page_711 (1)_9.png', 'cd1950/entry/1950_Page_711 (1)_10.png']",Advertising Agencies,"HORTON-NOYES COMPANY 1800 In- dustrial Trust bldg tels DExter 1-3316-7-8-9 and 1-3320, 1-9730, 1-3361, 1-3397"
10,188,24 MASON AV,PROVIDENCE,W P R O BROADCASTING STATION AM & FM WPRO Bidg,100.0,"['cd1950/entry/1950_Page_711 (1)_42.png', 'cd1950/entry/1950_Page_711 (1)_43.png', 'cd1950/entry/1950_Page_711 (1)_44.png', 'cd1950/entry/1950_Page_711 (1)_45.png']",* Advertising CounselRadio,W P R O BROADCASTING STATION AM & FM WPRO Bidg 24 Mason tel PLantations 1-9776See page 132 Buyers Guide and right side lines
11,190,28 ARCADE ST,PROVIDENCE,Bosworth Clarence E,80.0,"['cd1950/entry/1950_Page_711 (1)_49.png', 'cd1950/entry/1950_Page_711 (1)_50.png']",Advertising Counsel and Service,Bosworth Clarence E 28-30 Arcade bldg
12,226,36 OLNEYVILLE SQ,PROVIDENCE,Cinderella Ball Room,100.0,['cd1950/entry/1950_Page_711 (2)_70.png'],AmusementsPlaces of (See also Parks and Playgrounds in Index to Contents),Cinderella Ball Room 36 Olneyville sq
13,268,104 FRANKLIN ST,PROVIDENCE,Charles Apartments,90.0,['cd1950/entry/1950_Page_712 (1)_3.png'],Apartment Buildings,Charles Apartments 104-106 Franklin
14,282,14 EARL DR,PROVIDENCE,Ear] Apartments,100.0,['cd1950/entry/1950_Page_712 (1)_19.png'],Apartment Buildings,Ear] Apartments 14 Earl
15,300,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1950/entry/1950_Page_712 (1)_37.png'],Apartment Buildings,Hillcrest Apartments 7 Brownell
16,304,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1950/entry/1950_Page_712 (1)_41.png'],Apartment Buildings,Jacksonian The 142-146 Irving av
17,329,1894 SMITH ST,PROVIDENCE,Mohican Apartments,100.0,['cd1950/entry/1950_Page_712 (1)_69.png'],Apartment Buildings,Mohican Apartments 1894 Smith
18,335,421 WEYBOSSET ST,PROVIDENCE,Paramount Apartments,100.0,['cd1950/entry/1950_Page_712 (1)_77.png'],Apartment Buildings,Paramount Apartments 421 Weybosset
19,391,32 WESTMINSTER ST,PROVIDENCE,Green Conrad E,100.0,['cd1950/entry/1950_Page_712 (3)_32.png'],Architects,Green Conrad E 32 Westminster rm 405
20,435,76 ARCADE ST,PROVIDENCE,Heeley Geo C,85.0,['cd1950/entry/1950_Page_713 (1)_50.png'],Artists (See also ArtistsComl),Heeley Geo C 76 Arcade bldg
21,437,35 WESTMINSTER ST,PROVIDENCE,Huntington Harry W Associates,100.0,"['cd1950/entry/1950_Page_713 (1)_52.png', 'cd1950/entry/1950_Page_713 (1)_53.png']",Artists (See also ArtistsComl),Huntington Harry W Associates 35 Westminster rm 16
