,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,67,251 FOX POINT BLVD,PROVIDENCE,MANN GEORGE & CO Inc,100.0,"['cd1938/entry/1938_Page_209 (3).chop_36.png', 'cd1938/entry/1938_Page_209 (3).chop_37.png', 'cd1938/entry/1938_Page_209 (3).chop_38.png']",* Acids,MANN GEORGE & CO Inc 251 Fox Point blvd tel Gaspee 8466-8467See page 89
1,116,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1938/entry/1938_Page_210 (1)_82.png', 'cd1938/entry/1938_Page_210 (1)_83.png', 'cd1938/entry/1938_Page_210 (1)_84.png']",Advertising Counsel & Service,Standish-Barnes Co 170 Westminster rm 507 and 59 Carrington av (out- door)
2,144,36 OLNEYVILLE SQ,PROVIDENCE,Cinderella Ball Room,96.0,['cd1938/entry/1938_Page_210 (2)_65.png'],AmusementsPlaces of (See also Parks and Playgrounds in Index to Contents),Cinderella Ball Room 36 Olneyville sa
3,208,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1938/entry/1938_Page_210 (3)_74.png'],Apartment Buildings,Hillcrest Apartments 7 Brownell
4,212,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1938/entry/1938_Page_210 (3)_78.png'],Apartment Buildings,Jacksonian The 142-146 Irving av
5,213,56 JEFFERSON ST,PROVIDENCE,Jefferson Apartments,100.0,['cd1938/entry/1938_Page_210 (3)_79.png'],Apartment Buildings,Jefferson Apartments 56 Jefferson
6,230,1894 SMITH ST,PROVIDENCE,Mohican Apartments,100.0,['cd1938/entry/1938_Page_211 (1)_8.png'],Apartment Buildings,Mohican Apartments 1894 Smith
7,233,104 FRANKLIN ST,PROVIDENCE,Orlubo Apartments,100.0,['cd1938/entry/1938_Page_211 (1)_12.png'],Apartment Buildings,Orlubo Apartments 104 Franklin
8,235,421 WEYBOSSET ST,PROVIDENCE,Paramount Apartments,100.0,['cd1938/entry/1938_Page_211 (1)_15.png'],Apartment Buildings,Paramount Apartments 421 Weybosset
9,260,106 FRANKLIN ST,PROVIDENCE,Westminster Apartments,100.0,['cd1938/entry/1938_Page_211 (1)_41.png'],Apartment Buildings,Westminster Apartments 106 Franklin
