,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,2,354 BROADWAY ST,PROVIDENCE,ACCINNO JOHN J,100.0,['cd1968/entry/1968_Page_102 (1)_8.png'],ACCOUNTANTS-- CERTIFIED,ACCINNO JOHN J 354 BROADWAY ST
1,49,244 FARMINGTON AVE,PROVIDENCE,CALABRESE JOSEPH,100.0,['cd1968/entry/1968_Page_102 (2)_24.png'],ACCOUNTANTS PUBLIC,CALABRESE JOSEPH 244 FARMINGTON AV
2,57,168 BROADWAY ST,PROVIDENCE,DOAVIO BENNIE A,100.0,['cd1968/entry/1968_Page_102 (2)_35.png'],ACCOUNTANTS PUBLIC,DOAVIO BENNIE A 168 BROADWAY ST
3,58,20 OLNEYVILLE SQ,PROVIDENCE,DELLA VENTURA GAETANO C,92.0,"['cd1968/entry/1968_Page_102 (2)_36.png', 'cd1968/entry/1968_Page_102 (2)_37.png']",ACCOUNTANTS PUBLIC,DELLA VENTURA GAETANO C 20 OLNEYVILLE SQ RM 1
4,60,128 CALVERLY ST,PROVIDENCE,DIRAMARIAN HAMPAR,95.0,['cd1968/entry/1968_Page_102 (2)_40.png'],ACCOUNTANTS PUBLIC,DIRAMARIAN HAMPAR 128 CALVERLEY ST
5,67,485 BROADWAY ST,PROVIDENCE,GAFFNEY JAMES,100.0,['cd1968/entry/1968_Page_102 (2)_52.png'],ACCOUNTANTS PUBLIC,GAFFNEY JAMES 485 BROADWAY ST APT 2
6,71,20 OLNEYVILLE SQ,PROVIDENCE,GUADAGNO CARL,92.0,['cd1968/entry/1968_Page_102 (2)_58.png'],ACCOUNTANTS PUBLIC,GUADAGNO CARL 20 OLNEYVILLE SQ RM 2
7,86,240 WESTERN ST,PROVIDENCE,MANGIANTE HENRY R,86.0,['cd1968/entry/1968_Page_102 (3)_5.png'],ACCOUNTANTS PUBLIC,MANGIANTE HENRY R 240 WESSTER AV
8,96,32 WESTMINSTER ST,PROVIDENCE,PEDORELLA VICTOR L,100.0,"['cd1968/entry/1968_Page_102 (3)_19.png', 'cd1968/entry/1968_Page_102 (3)_20.png']",ACCOUNTANTS PUBLIC,PEDORELLA VICTOR L 32 WESTMINSTER ST RM 403
9,114,60 BROADWAY ST,PROVIDENCE,VILLATICO GUY,83.5,['cd1968/entry/1968_Page_102 (3)_48.png'],ACCOUNTANTS PUBLIC,VILLATICO GUY 60 BROADWAY APT 104
10,124,965 WATERMAN AVE,PROVIDENCE,"ADDRESSOGRAPH-MULTIGRAPH CORP, Providence Branch Office",100.0,"['cd1968/entry/1968_Page_102 (3)_67.png', 'cd1968/entry/1968_Page_102 (3)_68.png', 'cd1968/entry/1968_Page_102 (3)_69.png', 'cd1968/entry/1968_Page_102 (3)_70.png']",*ADDRESSING MACHINES ADDRESSOGRAPH SPEEDAUMAT AND HEAT TRANSFER,"ADDRESSOGRAPH-MULTIGRAPH CORP, Providence Branch Office 965 Water- man Av (East Providence; 02914), Tel 438-2650"
11,143,182 BROADWAY ST,PROVIDENCE,KIERNAN BERNARD J,100.0,['cd1968/entry/1968_Page_103 (1)_34.png'],ADVERTISING AGENCIES,KIERNAN BERNARD J 182 BROADWAY ST
12,152,141 COLONIAL DR,PROVIDENCE,' PLUM NELLY CO,90.0,['cd1968/entry/1968_Page_103 (1)_50.png'],ADVERTISING AGENCIES,"'
PLUM NELLY CO 141 COLONIAL RDO"
13,160,20 NICHOLAS BROWN YARD ST,PROVIDENCE,SCOTT CAROL MRS,97.5,"['cd1968/entry/1968_Page_103 (1)_67.png', 'cd1968/entry/1968_Page_103 (1)_68.png']",ADVERTISING COUNSEL AND SERVICE,SCOTT CAROL MRS 20 NICHOLAS SROWN YARD
14,161,431 NORTH HOWARD AVE,PROVIDENCE,POLK RL & CO POLK BUILDING,83.5,"['cd1968/entry/1968_Page_103 (2)_1.png', 'cd1968/entry/1968_Page_103 (2)_2.png', 'cd1968/entry/1968_Page_103 (2)_3.png', 'cd1968/entry/1968_Page_103 (2)_4.png']",ADVERTISING COUNSEL AND SERVICE,"POLK RL & CO POLK BUILDING 431 HOWARD ST DETROIT, MICHIGAN 48231"
