,Drop_Reason,File_List,Street,Text
0,"SCORE LESS THAN CUTOFF: 5,53,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_2.png'],I 95,.GONGDON & CARPENTER CO The 405
1,FAILED TO PARSE AN ADDRESS,"['cd1952/entry/1952_Page_858 (3).chop_3.png', 'cd1952/entry/1952_Page_858 (3).chop_4.png', 'cd1952/entry/1952_Page_858 (3).chop_5.png']",N/A,".. Promenade tel DExter 1-4200See front cover, inside front cover and left side lines"
2,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_6.png'],N/A,* AbrasivesMfirs
3,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_7.png'],N/A,AMERICAN EMERY WHEEL WORKS
4,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_10.png'],N/A,Buyers Guide
5,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_11.png'],N/A,Abstracters
6,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_12.png'],N/A,MORTGAGE GUARANTEE & TITLE
7,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_15.png'],N/A,"4, bottom edge"
8,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_16.png'],N/A,"eee
bd

*AccountantsCertified Public"
9,"SCORE LESS THAN CUTOFF: -0233,29.0,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_18.png'],2ND ST,pee 1-0233
10,"SCORE LESS THAN CUTOFF: In-,67.0,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_19.png'],PINE ST,"Comery, Davison & Jacobson 1022 In-"
11,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_21.png'],N/A,*. tel GAspee 1-3843
12,"SCORE LESS THAN CUTOFF: 2,50,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_30.png'],2ND ST,1-5232
13,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_31.png'],N/A,AccountantsPublic
14,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_858 (3).chop_32.png'],N/A,*Denotes Certified Public Accountants
15,"SCORE LESS THAN CUTOFF: Ex,57.0,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_37.png'],TEXAS AVE,SAmbrifi M S and Associates 17 Ex
16,"SCORE LESS THAN CUTOFF: 9,53.5,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_38.png'],I 95,i change rm 319
17,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_39.png'],1ST ST,Andelman. Andelman & Goluses 111
18,"SCORE LESS THAN CUTOFF: 8,50,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_40.png'],8TH ST,* Westminster rm 528
19,"SCORE LESS THAN CUTOFF: 8,50,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_42.png'],8TH ST,"%

' rm 528"
20,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_44.png'],1ST ST,% 41
21,"SCORE LESS THAN CUTOFF: 3,50,PROVIDENCE",['cd1952/entry/1952_Page_858 (3).chop_46.png'],3RD ST,te 533
22,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_859 (1)_1.png'],N/A,"Accountants, PublicCon"
23,"SCORE LESS THAN CUTOFF: Hanover Boston 13, Mass,74.0,PROVIDENCE","['cd1952/entry/1952_Page_859 (2)_57.png', 'cd1952/entry/1952_Page_859 (2)_58.png', 'cd1952/entry/1952_Page_859 (2)_59.png']",HANOVER ST,"MANNING H A CO 104 Hanover Boston 13, Mass tel CApitol 7-0657See page 44 Buyers Guide"
24,"SCORE LESS THAN CUTOFF: Lincoln Boston, Mass,77.0,PROVIDENCE","['cd1952/entry/1952_Page_859 (2)_60.png', 'cd1952/entry/1952_Page_859 (2)_61.png', 'cd1952/entry/1952_Page_859 (2)_62.png']",LINCOLN AVE,"POLK RL & CO District Office 179 Lincoln Boston, Mass tel HAncock 6-6309"
25,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_859 (3)_13.png'],N/A,castina
26,"SCORE LESS THAN CUTOFF: 4,50,PROVIDENCE",['cd1952/entry/1952_Page_860 (1)_7.png'],4TH ST,Cherry & Webb Broadcasting Co 24
27,FAILED TO PARSE AN ADDRESS,['cd1952/entry/1952_Page_860 (1)_8.png'],N/A,", Mason"
28,"SCORE LESS THAN CUTOFF: S Main Weston Frank Advertising 111 Westminster,45.0,PROVIDENCE","['cd1952/entry/1952_Page_860 (1)_14.png', 'cd1952/entry/1952_Page_860 (1)_15.png', 'cd1952/entry/1952_Page_860 (1)_16.png']",AVENTINE AVE,Metcalf Geo T Co 68 S Main Weston Frank Advertising 111 West- minster rm 730
