,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,11,32 WESTMINSTER ST,PROVIDENCE,Arnold Howard B,100.0,"['cd1943/entry/1943_Page_1073 (2)_22.png', 'cd1943/entry/1943_Page_1073 (2)_23.png']",Accountants & Auditors,Arnold Howard B 32 Westminster rm 44
1,65,28 MASON AV,PROVIDENCE,CORP BROTHERS,100.0,"['cd1943/entry/1943_Page_1074 (1)_53.png', 'cd1943/entry/1943_Page_1074 (1)_54.png', 'cd1943/entry/1943_Page_1074 (1)_55.png']",*Acetylene,CORP BROTHERS 28 Mason tel DEx- ter 8020For further information see page 102 Buyers Guide
2,66,251 FOX POINT BLVD,PROVIDENCE,MANN GEORGE & CO Inc,100.0,"['cd1943/entry/1943_Page_1074 (1)_57.png', 'cd1943/entry/1943_Page_1074 (1)_58.png', 'cd1943/entry/1943_Page_1074 (1)_59.png', 'cd1943/entry/1943_Page_1074 (1)_60.png']",*Acids,MANN GEORGE & CO Inc 251 Fox Point blvd tels GAspee 8466-67-68 For further information see page 28 Buyers Guide
3,127,507 CARRINGTON AVE,PROVIDENCE, Standish-Barnes Co,100.0,"['cd1943/entry/1943_Page_1075 (1)_4.png', 'cd1943/entry/1943_Page_1075 (1)_5.png']",AdvertisingOutdoor,Standish-Barnes Co 170 Westminster rm 507 and 59 Carrington av
4,137,721 WASHINGTON PL,PROVIDENCE,GORTON FRANK R & SONS,82.5,"['cd1943/entry/1943_Page_1075 (1)_37.png', 'cd1943/entry/1943_Page_1075 (1)_38.png', 'cd1943/entry/1943_Page_1075 (1)_39.png', 'cd1943/entry/1943_Page_1075 (1)_40.png']",Ambulance Service,"GORTON FRANK R & SONS 721 Wash- ington, Anthony RI tel Valley 0803-W For further information see page 44 Buyers Guide"
5,144,36 OLNEYVILLE SQ,PROVIDENCE,Cinderella Ball Room,100.0,['cd1943/entry/1943_Page_1075 (1)_54.png'],AmusementsPlaces of (See also Parks and Play- grounds in Index to Contents),Cinderella Ball Room 36 Olneyville sq
6,194,14 HARWOL CT,PROVIDENCE,Earl Apts The,80.0,['cd1943/entry/1943_Page_1075 (2)_69.png'],Apartment Buildings,Earl Apts The 14-Harl
7,216,7 BROWNELL ST,PROVIDENCE,Hillcrest Apts,100.0,['cd1943/entry/1943_Page_1075 (3)_23.png'],Apartment Buildings,Hillcrest Apts 7 Brownell
8,220,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1943/entry/1943_Page_1075 (3)_27.png'],Apartment Buildings,Jacksonian The 142-146 Irving av
9,240,1894 SMITH ST,PROVIDENCE,Mohican Apts,100.0,['cd1943/entry/1943_Page_1075 (3)_49.png'],Apartment Buildings,Mohican Apts 1894 Smith
10,243,104 FRANKLIN ST,PROVIDENCE,Orlubo Apartments,100.0,['cd1943/entry/1943_Page_1075 (3)_53.png'],Apartment Buildings,Orlubo Apartments 104 Franklin
11,246,421 WEYBOSSET ST,PROVIDENCE,Paramount Apartments,100.0,['cd1943/entry/1943_Page_1075 (3)_57.png'],Apartment Buildings,Paramount Apartments 421 Weybosset
12,276,42 WESTMINSTER ST,PROVIDENCE,Martin Burritt S D,94.0,['cd1943/entry/1943_Page_1076 (2)_23.png'],Architects,Martin Burritt S D 42 Westminster rm
13,315,6634 PUBLIC ST,PROVIDENCE,Smith Sara P,100.0,['cd1943/entry/1943_Page_1076 (3)_24.png'],Artists,Smith Sara P 6634 Public
14,319,12 WESTMINSTER ST,PROVIDENCE,Barr Fredk W jr,100.0,['cd1943/entry/1943_Page_1076 (3)_30.png'],ArtistsCommercial,Barr Fredk W jr 12 Westminster
15,320,12 WESTMINSTER ST,PROVIDENCE,Bjerke Arth N,100.0,['cd1943/entry/1943_Page_1076 (3)_31.png'],ArtistsCommercial,Bjerke Arth N 12 Westminster
16,325,12 WESTMINSTER ST,PROVIDENCE,Morris Garvin,100.0,['cd1943/entry/1943_Page_1076 (3)_39.png'],ArtistsCommercial,Morris Garvin 12 Westminster .
17,340,223 GLOBE ST,PROVIDENCE,BRUNNCKOW C G CO,85.0,"['cd1943/entry/1943_Page_1077 (1)_14.png', 'cd1943/entry/1943_Page_1077 (1)_15.png', 'cd1943/entry/1943_Page_1077 (1)_16.png']",*Asbestos Roofers,BRUNNCKOW C G CO 223-231 Globe tel GAspee 3427-For further infor- mation see page 98 Buyers Guide
18,346,128 BROADWAY ST,PROVIDENCE,A A A,100.0,['cd1943/entry/1943_Page_1077 (1)_46.png'],*Assayers & Refiners (See Refiners) Associations & Clubs Commercial,A A A 128 Broadway tel DExter 9000
19,370,12 OLNEYVILLE SQ,PROVIDENCE,Olneyville Business Mens Assn,100.0,"['cd1943/entry/1943_Page_1077 (2)_34.png', 'cd1943/entry/1943_Page_1077 (2)_35.png']",*Assayers & Refiners (See Refiners) Associations & Clubs Commercial,Olneyville Business Mens Assn 12 Ol- neyville sq
20,417,1124 ARLINGTON AVE,PROVIDENCE,GUERTIN OIL COMPANY,83.0,"['cd1943/entry/1943_Page_1078 (1)_22.png', 'cd1943/entry/1943_Page_1078 (1)_23.png', 'cd1943/entry/1943_Page_1078 (1)_24.png', 'cd1943/entry/1943_Page_1078 (1)_25.png']",*Automobile Accessories,GUERTIN OIL COMPANY 1124 Crans- ton Arlington tels WEst 2457-2458 For further information see page X and left bottom lines
21,443,137 CHARLES ST,PROVIDENCE,Hope Cycle Co,100.0,['cd1943/entry/1943_Page_1078 (1)_64.png'],Automobile Accessories & Parts Retail,Hope Cycle Co 137 Charles
22,460,45 OLNEYVILLE SQ,PROVIDENCE, Western Auto Supply Co,100.0,"['cd1943/entry/1943_Page_1078 (2)_20.png', 'cd1943/entry/1943_Page_1078 (2)_21.png']",Automobile Accessories & Parts Retail,"Western Auto Supply Co 135 Wash, 45 Olneyville sq and 818 Westminster"
23,498,200 DON AVE,PROVIDENCE,Broad used car,80.0,"['cd1943/entry/1943_Page_1078 (3)_46.png', 'cd1943/entry/1943_Page_1078 (3)_47.png']",Automobile DealersPassenger Cars,Levaur Henry 199-201 Broad used car 200 do
24,524,35 BATES ST,PROVIDENCE,Hamilton Wm J,100.0,['cd1943/entry/1943_Page_1079 (1)_8.png'],Automobile DealersUsed Cars,Hamilton Wm J 35 Bates
25,546,0 WINTER ST,PROVIDENCE,West Motor Co I,100.0,['cd1943/entry/1943_Page_1079 (1)_36.png'],Automobile DealersUsed Cars,West Motor Co I0 Winter
26,571,374 WILLARD ST,PROVIDENCE,Logovitz Jos,100.0,['cd1943/entry/1943_Page_1079 (2)_1.png'],. Automobile Garages,Logovitz Jos 374 Willard av
