,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,11,1 WATERMAN AVE,PROVIDENCE,Diamond Home Specialities Co,100.0,"['cd1990/entry/1990_Page_86 (1)_27.png', 'cd1990/entry/1990_Page_86 (1)_28.png']",ALUMINUM PRODUCTS DEALERS,Diamond Home Specialities Co 1 Waterman Av (NP)
1,17,1960 POST RD,PROVIDENCE,CHUCK E CHEESE,100.0,"['cd1990/entry/1990_Page_86 (1)_43.png', 'cd1990/entry/1990_Page_86 (1)_44.png']",AMUSEMENT PLACES,"CHUCK E CHEESE 1960 Post Rd (Warwick; 02886), Tel 738-4512"
2,31,1414 ATWOOD AVE,PROVIDENCE,CAPITOL ANSWERING SERVICE INC,100.0,"['cd1990/entry/1990_Page_86 (2)_19.png', 'cd1990/entry/1990_Page_86 (2)_20.png', 'cd1990/entry/1990_Page_86 (2)_21.png', 'cd1990/entry/1990_Page_86 (2)_22.png']",*ANSWERING SERVICE,"CAPITOL ANSWERING SERVICE INC 1414 Atwood Av (Johnston, RI; 02919), Tel 272-1022"
3,38,2051 SMITH ST,PROVIDENCE,Cottage Antiques,100.0,['cd1990/entry/1990_Page_86 (2)_32.png'],ANTIQUES-DEALERS AND RESTORERS,Cottage Antiques 2051 Smith St (NP)
4,40,2047 SMITH ST,PROVIDENCE,Galligans Antiques,100.0,['cd1990/entry/1990_Page_86 (2)_34.png'],ANTIQUES-DEALERS AND RESTORERS,Galligans Antiques 2047 Smith St (NP)
5,42,1877 SMITH ST,PROVIDENCE,J H Lams Antiques & Gifts,100.0,"['cd1990/entry/1990_Page_86 (2)_36.png', 'cd1990/entry/1990_Page_86 (2)_37.png']",ANTIQUES-DEALERS AND RESTORERS,J H Lams Antiques & Gifts 1877 Smith St (NP)
6,59,60 BROADWAY ST,PROVIDENCE,REGENCY PLAZA APARTMENTS REGENCY ASSOCIATES,100.0,"['cd1990/entry/1990_Page_86 (2)_58.png', 'cd1990/entry/1990_Page_86 (2)_59.png', 'cd1990/entry/1990_Page_86 (2)_60.png']",*APARTMENT BUILDING MANAGEMENT,"REGENCY PLAZA APARTMENTS REGENCY ASSOCIATES 60 Broadway (02903), Tel (401) 861-6900"
7,66,463 WOONASQUATUCKET AV,PROVIDENCE,Allendale Arms Apts,100.0,"['cd1990/entry/1990_Page_86 (3)_9.png', 'cd1990/entry/1990_Page_86 (3)_10.png']",APARTMENTS AND TOWN HOUSES,Allendale Arms Apts 463 Woonasquatucket Av (NP)
8,67,511 WOONASQUATUCKET AV,PROVIDENCE,Allendale Manor,100.0,"['cd1990/entry/1990_Page_86 (3)_11.png', 'cd1990/entry/1990_Page_86 (3)_12.png']",APARTMENTS AND TOWN HOUSES,Allendale Manor 511 Woonasquatucket Av (NP)
9,88,5 CYNTHIA DR,PROVIDENCE,Brickhouse Condominiums The,100.0,"['cd1990/entry/1990_Page_86 (3)_38.png', 'cd1990/entry/1990_Page_86 (3)_39.png']",APARTMENTS AND TOWN HOUSES,Brickhouse Condominiums The 5 Cynthia Dr (NP)
10,92,235 BROADWAY ST,PROVIDENCE,Broadway Apartments,100.0,['cd1990/entry/1990_Page_86 (3)_44.png'],APARTMENTS AND TOWN HOUSES,Broadway Apartments 235 Broadway
11,95,2072 SMITH ST,PROVIDENCE,Brook Village (Winn Management),100.0,"['cd1990/entry/1990_Page_86 (3)_47.png', 'cd1990/entry/1990_Page_86 (3)_48.png']",APARTMENTS AND TOWN HOUSES,Brook Village (Winn Management) 2072 Smith St (NP)
12,111,2074 SMITH ST,PROVIDENCE,Centredale Manor,100.0,['cd1990/entry/1990_Page_86 (3)_67.png'],APARTMENTS AND TOWN HOUSES,Centredale Manor 2074 Smith St (NP)
13,128,2160 MINERAL SPRING AV,PROVIDENCE,Condominiums Of Distinction Ltd,98.5,"['cd1990/entry/1990_Page_87 (1)_3.png', 'cd1990/entry/1990_Page_87 (1)_4.png']",APARTMENTS AND TOWN HOUSES,Condominiums Of Distinction Ltd 2160 Mineral Sporing Av (NP)
14,152,128 FARMINGTON AVE,PROVIDENCE,Farmington Manor,100.0,['cd1990/entry/1990_Page_87 (1)_36.png'],APARTMENTS AND TOWN HOUSES,Farmington Manor 128 Farmington Av
15,160,1621 SMITH ST,PROVIDENCE,Fruit Hill Apartments,100.0,['cd1990/entry/1990_Page_87 (1)_47.png'],APARTMENTS AND TOWN HOUSES,Fruit Hill Apartments 1621 Smith St (NP)
16,165,1701 SMITH ST,PROVIDENCE,Granada Apartments,100.0,['cd1990/entry/1990_Page_87 (1)_52.png'],APARTMENTS AND TOWN HOUSES,Granada Apartments 1701 Smith St (NP)
17,173,1363 SMITH ST,PROVIDENCE,Hamilton House,100.0,['cd1990/entry/1990_Page_87 (1)_60.png'],APARTMENTS AND TOWN HOUSES,Hamilton House 1363 Smith St (NP)
18,178,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1990/entry/1990_Page_87 (1)_68.png'],APARTMENTS AND TOWN HOUSES,Hillcrest Apartments 7 Brownell St
19,181,262 FRUIT HILL AVE,PROVIDENCE,Hillside Terrace Apartments,100.0,['cd1990/entry/1990_Page_87 (1)_71.png'],APARTMENTS AND TOWN HOUSES,Hillside Terrace Apartments 262 Fruit Hill Av
20,182,266 FRUIT HILL AVE,PROVIDENCE,(NP) Hillside Terrace Apartments,100.0,"['cd1990/entry/1990_Page_87 (1)_72.png', 'cd1990/entry/1990_Page_87 (1)_73.png']",APARTMENTS AND TOWN HOUSES,"(NP)
Hillside Terrace Apartments 266 Fruit Hill Av (NP) Apt 5"
21,183,1 NORTH HOWARD AVE,PROVIDENCE,Howard Apartments,100.0,['cd1990/entry/1990_Page_87 (1)_74.png'],APARTMENTS AND TOWN HOUSES,Howard Apartments 1 N Howard Av (NP)
22,188,1370 SMITH ST,PROVIDENCE,Jane-Mor Apartments,100.0,['cd1990/entry/1990_Page_87 (1)_80.png'],APARTMENTS AND TOWN HOUSES,Jane-Mor Apartments 1370 Smith St (NP)
23,198,639 LLOYD AVE,PROVIDENCE,Lloyd Condominiums,100.0,['cd1990/entry/1990_Page_87 (2)_13.png'],APARTMENTS AND TUWN BUUDED CONTD,Lloyd Condominiums 639 Lloyd Av
24,240,485 BROADWAY ST,PROVIDENCE,Park Lane Apartments,100.0,['cd1990/entry/1990_Page_87 (2)_64.png'],APARTMENTS AND TUWN BUUDED CONTD,Park Lane Apartments 485 Broadway
25,251,20 KELLEY ST,PROVIDENCE,Pocasset Manor,100.0,['cd1990/entry/1990_Page_87 (2)_77.png'],APARTMENTS AND TUWN BUUDED CONTD,Pocasset Manor 20 Kelley St
26,258,60 BROADWAY ST,PROVIDENCE,Regency Plaza Apartments The,100.0,['cd1990/entry/1990_Page_87 (3)_8.png'],APARTMENTS AND TUWN BUUDED CONTD,Regency Plaza Apartments The 60 Broadway
27,273,2160 MINERAL SPRING AV,PROVIDENCE,Springdale Condominiums,100.0,"['cd1990/entry/1990_Page_87 (3)_29.png', 'cd1990/entry/1990_Page_87 (3)_30.png']",APARTMENTS AND TUWN BUUDED CONTD,Springdale Condominiums 2160 Mineral Spring Av (NP)
28,296,242 WATERMAN AVE,PROVIDENCE,Waterman Avenue Apartments (T & T Realty),100.0,"['cd1990/entry/1990_Page_87 (3)_63.png', 'cd1990/entry/1990_Page_87 (3)_64.png']",APARTMENTS AND TUWN BUUDED CONTD,Waterman Avenue Apartments (T & T Realty) 242 Waterman Av (NP)
29,308,170 WATERMAN AVE,PROVIDENCE,Whitehall Apartments (Harwol Properties),100.0,"['cd1990/entry/1990_Page_87 (3)_77.png', 'cd1990/entry/1990_Page_87 (3)_78.png']",APARTMENTS AND TUWN BUUDED CONTD,Whitehall Apartments (Harwol Properties) 170 Waterman Av (NP)
30,312,11 PACKARD ST,PROVIDENCE,Wildflower Commons,100.0,['cd1990/entry/1990_Page_87 (3)_82.png'],APARTMENTS AND TUWN BUUDED CONTD,Wildflower Commons 11 Packard Av (NP)
31,313,1 HIGH SERVICE AVE,PROVIDENCE,Williamsburg Apartments,100.0,"['cd1990/entry/1990_Page_87 (3)_83.png', 'cd1990/entry/1990_Page_87 (3)_84.png', 'cd1990/entry/1990_Page_87 (3)_85.png']",APARTMENTS AND TUWN BUUDED CONTD,Williamsburg Apartments 1 High Service Av (NP)
32,315,73 WOONASQUATUCKET AV,PROVIDENCE,Windwood Apartments,100.0,['cd1990/entry/1990_Page_88 (1)_4.png'],APARTMENTS AND TOWN HOUSES CONTD,Windwood Apartments 73 Woonasquatucket Av
33,361,1 DAVOL SQ,PROVIDENCE,Maguire Group,100.0,['cd1990/entry/1990_Page_88 (1)_72.png'],ARCHITECTS,Maguire Group 1 Davol Sq
34,401,228 BROADWAY ST,PROVIDENCE,Avanti Galleria,100.0,['cd1990/entry/1990_Page_88 (2)_56.png'],ART GOODS,Avanti Galleria 228 Broadway
35,405,219 WATERMAN AVE,PROVIDENCE,Special Arrangements,100.0,"['cd1990/entry/1990_Page_88 (3)_5.png', 'cd1990/entry/1990_Page_88 (3)_6.png']",ARTIFICIAL FLOWERS AND FRUIT MFRS,Special Arrangements 219 Waterman Av (NP)
36,415,148 BROADWAY ST,PROVIDENCE,Boyle Peter,86.5,['cd1990/entry/1990_Page_88 (3)_18.png'],ARTISTS,Boyle Peter 148 Broadway Apt 2
37,423,236 PROMENADE ST,PROVIDENCE,Cramer John,100.0,['cd1990/entry/1990_Page_88 (3)_26.png'],ARTISTS,Cramer John 236 Promenade St Rm 202
38,474,236 PROMENADE ST,PROVIDENCE,Mc Ilvane Edward J,100.0,['cd1990/entry/1990_Page_88 (3)_79.png'],ARTISTS,Mc Ilvane Edward J 236 Promenade St No E3
39,477,236 PROMENADE ST,PROVIDENCE,Nettleton David,100.0,"['cd1990/entry/1990_Page_88 (3)_82.png', 'cd1990/entry/1990_Page_88 (3)_83.png']",ARTISTS,Nettleton David 236 Promenade St Apt Q3 Nicholl Glenn H Jr 102 Forest St
40,480,236 PROMENADE ST,PROVIDENCE,Pettengill Jeanne,100.0,['cd1990/entry/1990_Page_89 (1)_4.png'],ARTISTS-CONTD,Pettengill Jeanne 236 Promenade St Rm P3
41,489,127 HUMBERT AVE,PROVIDENCE,Santoro Alzira Mrs,100.0,['cd1990/entry/1990_Page_89 (1)_15.png'],ARTISTS-CONTD,Santoro Alzira Mrs 127 Humbert St (NP)
42,508,236 PROMENADE ST,PROVIDENCE,Wrigley Brenda,100.0,['cd1990/entry/1990_Page_89 (1)_35.png'],ARTISTS-CONTD,Wrigley Brenda 236 Promenade St Rm 316
43,512,1886 SMITH ST,PROVIDENCE,Admakers Service Inc,100.0,['cd1990/entry/1990_Page_89 (1)_40.png'],ARTISTS-COMMERCIAL,Admakers Service Inc 1886 Smith St (NP)
44,518,358 BROADWAY ST,PROVIDENCE,Graphic Workshop,100.0,['cd1990/entry/1990_Page_89 (1)_47.png'],ARTISTS-COMMERCIAL,Graphic Workshop 358 Broadway
45,536,2 DAVOL SQ,PROVIDENCE,Made With Love,100.0,['cd1990/entry/1990_Page_89 (1)_70.png'],ARTS AND CRAFT SUPPLIES,Made With Love 2 Davol Sq
46,540,492 BROADWAY ST,PROVIDENCE,Industrial Asbestos Removal,100.0,['cd1990/entry/1990_Page_89 (2)_9.png'],ASBESTOS REMOVAL SERVICE,Industrial Asbestos Removal 492 Broadway
47,548,426 BROADWAY ST,PROVIDENCE,Sears Thos,100.0,['cd1990/entry/1990_Page_89 (2)_25.png'],ASTROLOGERS,Sears Thos 426 Broadway
48,625,10065 BROAD ST,PROVIDENCE,Atlantic Auto & Truck Supply Inc,100.0,"['cd1990/entry/1990_Page_90 (1)_50.png', 'cd1990/entry/1990_Page_90 (1)_51.png']",AUTOMOBILE ACCESSORIES AND PARTS-RETAIL,Atlantic Auto & Truck Supply Inc 10065 Broad St
49,653,1895 SMITH ST,PROVIDENCE,J A Brothers Supply (N A P A),100.0,"['cd1990/entry/1990_Page_90 (2)_9.png', 'cd1990/entry/1990_Page_90 (2)_10.png']",AUTOMOBILE ACCESSORIES AND PARTS-WHOL AND JOBBERS,J A Brothers Supply (N A P A) 1895 Smith St (NP)
50,656,38 ORIENTAL ST,PROVIDENCE,Wholesale Auto Parts Inc,100.0,['cd1990/entry/1990_Page_90 (2)_15.png'],AUTOMOBILE ACCESSORIES AND PARTS-WHOL AND JOBBERS,Wholesale Auto Parts Inc 38 Oriental St
51,663,1211 CRANSTON ST,PROVIDENCE,ARLINGTON AUTO BODY INC,100.0,"['cd1990/entry/1990_Page_90 (2)_28.png', 'cd1990/entry/1990_Page_90 (2)_29.png', 'cd1990/entry/1990_Page_90 (2)_30.png']",AUTOMOBILE BODY REPAIRERS,"ARLINGTON AUTO BODY INC 1211 Cranston St (Cranston; 02920), Tel 944-6100"
52,666,164 FOUNTAIN AVE,PROVIDENCE,CAPITOL AUTO BODY,100.0,"['cd1990/entry/1990_Page_90 (2)_33.png', 'cd1990/entry/1990_Page_90 (2)_34.png']",AUTOMOBILE BODY REPAIRERS,"CAPITOL AUTO BODY 164 Fountain Av (Cranston; 02920), Tel 942-3388"
