,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,5,354 BROADWAY ST,PROVIDENCE,Accinno John J,100.0,['cd1978/entry/1978_Page_70 (1)_15.png'],ACCOUNT PUBLIC,Accinno John J 354 Broadway
1,10,1145 RESERVOIR AVE,PROVIDENCE,Catoni Louis,100.0,"['cd1978/entry/1978_Page_70 (1)_21.png', 'cd1978/entry/1978_Page_70 (1)_22.png', 'cd1978/entry/1978_Page_70 (1)_23.png', 'cd1978/entry/1978_Page_70 (1)_24.png', 'cd1978/entry/1978_Page_70 (1)_25.png']",ACCOUNT PUBLIC,"Catoni Louis 1145 Reservoir Av Cranston R I (02920) Tel 944-4450 & Co 533 Industrial Bank Bldg 111 Westminster St (02903), Te) (401) 751- 7511"
2,18,480 BENEFIT ST,PROVIDENCE,Picchione Nicholas & Co,100.0,['cd1978/entry/1978_Page_70 (2)_5.png'],ACCOUNT CONTD,Picchione Nicholas & Co 480 Benefit St
3,24,60 BROADWAY ST,PROVIDENCE,Villatico Guy,83.0,['cd1978/entry/1978_Page_70 (2)_13.png'],ACCOUNT CONTD,Villatico Guy 60 Broadway Suite G
4,30,703 FRUIT HILL AVE,PROVIDENCE,Barone Norman A,100.0,['cd1978/entry/1978_Page_70 (2)_22.png'],ACCOUNTANTSPUBLIC,Barone Norman A 703 Fruit Hill Av (N Prov)
5,44,168 BROADWAY ST,PROVIDENCE,David Bennie A,100.0,['cd1978/entry/1978_Page_70 (2)_37.png'],ACCOUNTANTSPUBLIC,David Bennie A 168 Broadway
6,45,36 OLNEYVILLE SQ,PROVIDENCE,Della Ventura Guy,100.0,['cd1978/entry/1978_Page_70 (2)_38.png'],ACCOUNTANTSPUBLIC,Della Ventura Guy 36 Olneyville Sq Rm 5
7,46,1410 MINERAL SPRING AV,NORTH PROVIDENCE,Di Chiara Mich] W,100.0,"['cd1978/entry/1978_Page_70 (2)_39.png', 'cd1978/entry/1978_Page_70 (2)_40.png']",ACCOUNTANTSPUBLIC,Di Chiara Mich] W 1410 Mineral Spring Av(N Prov)
8,54,1845 SMITH ST,PROVIDENCE,Ferrara R P & Co,100.0,"['cd1978/entry/1978_Page_70 (3)_9.png', 'cd1978/entry/1978_Page_70 (3)_10.png']",ACCOUNTANTSPUBLICCONTD,Ferrara R P & Co 1845 Smith St (N Prov) Rm
9,64,347 MARVIN ST,PROVIDENCE,"Kaufman Miller & Company 300 Old Colony Bldg,",84.0,"['cd1978/entry/1978_Page_70 (3)_20.png', 'cd1978/entry/1978_Page_70 (3)_21.png', 'cd1978/entry/1978_Page_70 (3)_22.png']",ACCOUNTANTSPUBLICCONTD,"Kaufman Miller & Company 300 Old Colony Bldg, 347 Main St (Pawtucket, R I; 02862), Tel 725-8300"
