,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,15,32 WESTMINSTER ST,PROVIDENCE,Garland Edgar,100.0,['cd1936/entry/1936_Page_209 (2).chop_10.png'],Accountants & Auditors,Garland Edgar 32 Westminster rm 32
1,55,251 FOX POINT BLVD,PROVIDENCE,MANN GEORGE & CO Ine,100.0,"['cd1936/entry/1936_Page_209 (3).chop_18.png', 'cd1936/entry/1936_Page_209 (3).chop_19.png']",*Acids,MANN GEORGE & CO Ine 251 Fox Point blvdSee page 94
2,83,36 OLNEYVILLE SQ,PROVIDENCE,Cinderella Ball Room,100.0,['cd1936/entry/1936_Page_210 (2)_30.png'],AmusementsPlaces of (See also Parks & Playgrounds in Index to Contents),Cinderella Ball Room 36 Olneyville sq
3,148,7 BROWNELL ST,PROVIDENCE,Hillcrest Apartments,100.0,['cd1936/entry/1936_Page_210 (3)_34.png'],Apartment Buildings,Hillcrest Apartments 7 Brownell
4,151,142 IRVING ST,PROVIDENCE,Jacksonian The,87.0,['cd1936/entry/1936_Page_210 (3)_37.png'],Apartment Buildings,Jacksonian The 142-146 Irving av
5,152,56 JEFFERSON ST,PROVIDENCE,Jefferson Apartments,100.0,['cd1936/entry/1936_Page_210 (3)_38.png'],Apartment Buildings,Jefferson Apartments 56 Jefferson
6,168,1894 SMITH ST,PROVIDENCE,Mohican Apartments,100.0,['cd1936/entry/1936_Page_210 (3)_56.png'],Apartment Buildings,Mohican Apartments 1894 Smith
7,171,104 FRANKLIN ST,PROVIDENCE,Orlubo Apartments,100.0,['cd1936/entry/1936_Page_210 (3)_60.png'],Apartment Buildings,Orlubo Apartments 104 Franklin
8,173,421 WEYBOSSET ST,PROVIDENCE,Paramount Apartments,100.0,['cd1936/entry/1936_Page_210 (3)_63.png'],Apartment Buildings,Paramount Apartments 421 Weybosset
9,197,106 FRANKLIN ST,PROVIDENCE,Westminster Apartments,100.0,['cd1936/entry/1936_Page_210 (3)_88.png'],Apartment Buildings,Westminster Apartments 106 Franklin
10,223,32 WESTMINSTER ST,PROVIDENCE,Hunt Herbert R,100.0,"['cd1936/entry/1936_Page_211 (1)_46.png', 'cd1936/entry/1936_Page_211 (1)_47.png']",Architects,Hunt Herbert R 32 Westminster rm 44
11,230,42 WESTMINSTER ST,PROVIDENCE,Martin Burritt S D,94.0,"['cd1936/entry/1936_Page_211 (1)_57.png', 'cd1936/entry/1936_Page_211 (1)_58.png']",Architects,Martin Burritt S D 42 Westminster rm
12,260,6333 PUBLIC ST,PROVIDENCE,Smith Sara P,100.0,['cd1936/entry/1936_Page_211 (2)_30.png'],Artists,Smith Sara P 6333 Public
13,262,12 WESTMINSTER ST,PROVIDENCE,Wetherald Harry H Studio,100.0,"['cd1936/entry/1936_Page_211 (2)_32.png', 'cd1936/entry/1936_Page_211 (2)_33.png']",Artists,Wetherald Harry H Studio 12 West- minster
14,264,4 WESTMINSTER ST,PROVIDENCE,Bartigian Sarkis E,94.0,['cd1936/entry/1936_Page_211 (2)_36.png'],ArtistsCommercial,Bartigian Sarkis E 4 Westminster rm
15,287,223 GLOBE ST,PROVIDENCE,BRUNNCKOW C G CO,85.0,"['cd1936/entry/1936_Page_211 (3)_2.png', 'cd1936/entry/1936_Page_211 (3)_3.png']",*Asbestos Roofers,BRUNNCKOW C G CO 223-231 Globe See page 179
16,371,14 OLNEYVILLE SQ,PROVIDENCE, Bennys Inc,100.0,"['cd1936/entry/1936_Page_212 (2)_52.png', 'cd1936/entry/1936_Page_212 (2)_53.png']",Automobile Accessories & Parts Retail,"Bennys Inc 1377 Broad, 14 Olneyville sq and 142 Wash"
17,385,137 CHARLES ST,PROVIDENCE,Hope Cycle Co,100.0,['cd1936/entry/1936_Page_212 (2)_71.png'],Automobile Accessories & Parts Retail,Hope Cycle Co 137 Charles
18,405,45 OLNEYVILLE SQ,PROVIDENCE, Western Auto Supply Company,93.0,"['cd1936/entry/1936_Page_212 (3)_13.png', 'cd1936/entry/1936_Page_212 (3)_14.png']",Automobile Accessories & Parts Retail,Western Auto Supply Company 135 Wash and 45 Olneyville av
19,415,150 WATERMAN AV,PROVIDENCE,MESSINGER MOTOR CO,86.5,"['cd1936/entry/1936_Page_212 (3)_32.png', 'cd1936/entry/1936_Page_212 (3)_33.png', 'cd1936/entry/1936_Page_212 (3)_34.png']",*Automobile AgenciesCom- mercial Cars,MESSINGER MOTOR CO 150 Water- . man av East Providence (Chevrolet) See page 69
20,421,150 WATERMAN AV,PROVIDENCE,MESSINGER MOTOR CO,95.0,"['cd1936/entry/1936_Page_212 (3)_55.png', 'cd1936/entry/1936_Page_212 (3)_56.png', 'cd1936/entry/1936_Page_212 (3)_57.png']",*Automobile AgenclesPassen- ger Cars,MESSINGER MOTOR CO 150 Waiter- man av Hast Providence (Chevrolet) See page 69
21,473,373 STANTON ST,PROVIDENCE, RILEY J P Ine,86.0,"['cd1936/entry/1936_Page_213 (2)_7.png', 'cd1936/entry/1936_Page_213 (2)_8.png', 'cd1936/entry/1936_Page_213 (2)_9.png']",Automobile DealersPassenger Cars,RILEY J P Ine 373 Taunton av East Providence (Pontiac Motor Cars and Fleet-X automobile enamels)
22,474,721 RESERVOIR AVE,PROVIDENCE,SANDAGER HARRY Ine,100.0,"['cd1936/entry/1936_Page_213 (2)_10.png', 'cd1936/entry/1936_Page_213 (2)_11.png']",Automobile DealersPassenger Cars,SANDAGER HARRY Ine 721 Reservoir av Cranston (Ford)
23,478,144 EAST ST,PROVIDENCE,WINTERS WALTER Inc,100.0,"['cd1936/entry/1936_Page_213 (2)_15.png', 'cd1936/entry/1936_Page_213 (2)_16.png']",Automobile DealersPassenger Cars,WINTERS WALTER Inc 144 East av Pawtucket (Dodge-Plymouth)
24,497,35 BATES ST,PROVIDENCE,Hamilton Wm J,100.0,['cd1936/entry/1936_Page_213 (2)_36.png'],Automobile DealersUsed Cars,Hamilton Wm J 35 Bates
25,513,42 WESTMINSTER ST,PROVIDENCE,STATE AUTO FINANCE CORP,100.0,"['cd1936/entry/1936_Page_213 (2)_60.png', 'cd1936/entry/1936_Page_213 (2)_61.png', 'cd1936/entry/1936_Page_213 (2)_62.png']",*Automobile Financing,STATE AUTO FINANCE CORP 42 Westminster rm 5 tel GA 2288See line front cover and page 141
26,551,370 WILLARD ST,PROVIDENCE,Logovitz Jos,100.0,['cd1936/entry/1936_Page_213 (3)_26.png'],Automobile Garages,Logovitz Jos 370 Willard av
27,553,8 WHITTAKER ST,PROVIDENCE,M & M Garage,100.0,['cd1936/entry/1936_Page_213 (3)_28.png'],Automobile Garages,M & M Garage 8 Whittaker
28,561,289 PEARL AVE,PROVIDENCE,New Central Garage,100.0,['cd1936/entry/1936_Page_213 (3)_37.png'],Automobile Garages,New Central Garage 289 Pearl
29,593,4 WESTMINSTER ST,PROVIDENCE,INMAN HERBERT M & CO Ine,100.0,"['cd1936/entry/1936_Page_214 (1)_4.png', 'cd1936/entry/1936_Page_214 (1)_5.png', 'cd1936/entry/1936_Page_214 (1)_6.png']",*Automobile Insurance,INMAN HERBERT M & CO Ine 4 West- minster rm 1 tel DE 8314-See top lines and pages 127 and 176
30,610,27 RAILROAD TERR,PROVIDENCE,Depot Parking Grounds,88.0,['cd1936/entry/1936_Page_214 (1)_46.png'],Automobile Parking,Depot Parking Grounds 27 Railroad
31,615,1386 FRIENDSHIP ST,PROVIDENCE,Friendship Parking Grounds,100.0,"['cd1936/entry/1936_Page_214 (1)_53.png', 'cd1936/entry/1936_Page_214 (1)_54.png']",Automobile Parking,Friendship Parking Grounds 1386 Friendship
32,637,1990 EDDY ST,PROVIDENCE,Aero Garage,100.0,['cd1936/entry/1936_Page_214 (2)_11.png'],Automobile Repairing,Aero Garage 1990 Eddy
33,640,353 PEARL AVE,PROVIDENCE,Asadorians Garage,100.0,['cd1936/entry/1936_Page_214 (2)_15.png'],Automobile Repairing,Asadorians Garage 353 Pearl
34,645,72 BATES ST,PROVIDENCE,Auto Service,100.0,['cd1936/entry/1936_Page_214 (2)_21.png'],Automobile Repairing,Auto Service 72 Bates
35,655,370 WILLARD ST,PROVIDENCE,Combs Ralph W,100.0,['cd1936/entry/1936_Page_214 (2)_32.png'],Automobile Repairing,Combs Ralph W 370 Willard av
36,668,213 PEARL AVE,PROVIDENCE,Elmers Service Station,100.0,['cd1936/entry/1936_Page_214 (2)_46.png'],Automobile Repairing,Elmers Service Station 213 Pearl
37,669,24 BALBO AVE,PROVIDENCE,Filippo Domenico,100.0,['cd1936/entry/1936_Page_214 (2)_47.png'],Automobile Repairing,Filippo Domenico 24 Balbo av
38,681,138 RANDALL RD,PROVIDENCE,Grays Garage,100.0,['cd1936/entry/1936_Page_214 (2)_61.png'],Automobile Repairing,Grays Garage 138 Randall
