,Index,Address,City,Company_Name,Conf_Score,File_List,Header,Text
0,4,922 INDUSTRIAL DR,PROVIDENCE,"Haskins & Sells,",83.5,"['cd1956/entry/1956_Page_145 (1)_18.png', 'cd1956/entry/1956_Page_145 (1)_19.png']",*ACCOUNTANTSCERTIFIED PUBLIC,"Haskins & Sells, 922 Industrial Bank Bldg, Tel UNion 1-0740"
1,6,354 BROADWAY ST,PROVIDENCE,Accinno & Campanella,100.0,['cd1956/entry/1956_Page_145 (1)_26.png'],ACCOUNTANTSPUBLIC *Denotes Certified Public Accountants,Accinno & Campanella 354 Broadway
2,8,35 WESTMINSTER ST,PROVIDENCE,Accounting Associates,100.0,"['cd1956/entry/1956_Page_145 (1)_28.png', 'cd1956/entry/1956_Page_145 (1)_29.png']",ACCOUNTANTSPUBLIC *Denotes Certified Public Accountants,Accounting Associates 35 Westminster 3d fl
3,39,170 BROADWAY ST,PROVIDENCE,David & Villatico,88.0,['cd1956/entry/1956_Page_145 (1)_66.png'],ACCOUNTANTSPUBLIC *Denotes Certified Public Accountants,David & Villatico 170 Broadway R205
4,42,264 BROADWAY ST,PROVIDENCE,Dichiara Michael W,100.0,['cd1956/entry/1956_Page_145 (1)_69.png'],ACCOUNTANTSPUBLIC *Denotes Certified Public Accountants,Dichiara Michael W 264 Broadway
5,69,428 SMITH HILL ST,PROVIDENCE,Kilberg Arnold,89.0,['cd1956/entry/1956_Page_145 (2)_32.png'],ACCOUNTANTSPUBLIC *Denotes Certified Public Accountants,Kilberg Arnold 428 Smith Rl
6,99,32 WESTMINSTER ST,PROVIDENCE,Pederella Victor,90.5,['cd1956/entry/1956_Page_145 (2)_68.png'],ACCOUNTANTSPUBLIC *Denotes Certified Public Accountants,Pederella Victor 32 Westminster R403
7,121,170 BROADWAY ST,PROVIDENCE,Stasio Anthony S,100.0,['cd1956/entry/1956_Page_145 (3)_20.png'],ACCOUNTANTSPUBLIC *Denotes Certified Public Accountants,Stasio Anthony S 170 Broadway
8,126,32 WESTMINSTER ST,PROVIDENCE,Workman Gordon,90.5,['cd1956/entry/1956_Page_145 (3)_25.png'],ACCOUNTANTSPUBLIC *Denotes Certified Public Accountants,Workman Gordon 32 Westminster R403
9,151,24 MASON AV,PROVIDENCE,"W PR O BROADCASTING STATION AM, FM & T V, WPRO BLDG",100.0,"['cd1956/entry/1956_Page_146 (1)_15.png', 'cd1956/entry/1956_Page_146 (1)_16.png', 'cd1956/entry/1956_Page_146 (1)_17.png', 'cd1956/entry/1956_Page_146 (1)_18.png']",*ADVERTISINGRADIO,"W PR O BROADCASTING STATION AM, FM & T V, WPRO BLDG 24 MASON, TEL PLantations 1-9766 (See Yellow Page 89 and right side lines)"
